,Course ID,Subject,Catalog,Long Title,Component Code,Description,University
0,26,ACCO,220,Financial and Managerial Accounting,LEC,,ex:Concordia_University
1,27,ACCO,230,Introduction to Financial Accounting,LEC,,ex:Concordia_University
2,28,ACCO,240,Introduction to Managerial Accounting,LEC,,ex:Concordia_University
3,35,ACCO,310,Financial Reporting I,LEC,,ex:Concordia_University
4,43,ACCO,320,Financial Reporting II,LEC,,ex:Concordia_University
5,53,ACCO,330,Cost and Management Accounting,LEC,,ex:Concordia_University
6,55,ACCO,340,Income Taxation in Canada,LEC,,ex:Concordia_University
7,57,ACCO,350,Accounting and Information Technology,LEC,,ex:Concordia_University
8,58,ACCO,355,Analysis of Financial Statements,LEC,,ex:Concordia_University
9,59,ACCO,365,U.S. Federal Taxation,LEC,,ex:Concordia_University
10,60,ACCO,400,Accounting Theory,LEC,,ex:Concordia_University
11,86,ACCO,420,Financial Reporting III,LEC,,ex:Concordia_University
12,89,ACCO,425,FINANCIAL REPORTING IV,LEC,,ex:Concordia_University
13,92,ACCO,430,Advanced Management Accounting,LEC,,ex:Concordia_University
14,97,ACCO,435,STRAT ACCTNG CASE ANALYSIS,LEC,,ex:Concordia_University
15,98,ACCO,440,Advanced Taxation,LEC,,ex:Concordia_University
16,104,ACCO,450,Assurance Services,LEC,,ex:Concordia_University
17,106,ACCO,455,Fraud Prevention and Investigation,LEC,,ex:Concordia_University
18,109,ACCO,465,Advanced Assurance Services,LEC,,ex:Concordia_University
19,173,ACCO,631,BUSINESS ADVISORY SERVICES,LEC,,ex:Concordia_University
20,174,ACCO,635,INTEGRATED APPROACH TO AUDIT,LEC,,ex:Concordia_University
21,178,ACCO,651,FINANCIAL REPORTING:COMP APP,LEC,,ex:Concordia_University
22,182,ACCO,672,MANAGEMENT ACCOUNTING II,LEC,,ex:Concordia_University
23,185,ACCO,681,FINAN L ACCO G/REPORT G III,LEC,,ex:Concordia_University
24,186,ACCO,682,COMPREHENSIVE CASE ANALYSIS,LEC,,ex:Concordia_University
25,187,ACCO,685,CASE ANALY/INTEG/EXAM PREP,LEC,,ex:Concordia_University
26,189,ACCO,690B,ADV EXAM WRITING TECHNIQUES,LEC,,ex:Concordia_University
27,190,ACCO,691,BUSINESS VALUATIONS,LEC,,ex:Concordia_University
28,191,ACCO,695,SEMINAR IN SPECIAL TOPICS,LEC,,ex:Concordia_University
29,40004,ACCO,631T,TUT/BSNSS ADVISORY SERVICES,LEC,,ex:Concordia_University
30,40005,ACCO,635T,TUT/INTEGRATED APPRO/AUDIT G,LEC,,ex:Concordia_University
31,43001,ACCO,650,FINA REPORTING IN PRACTICE,LEC,,ex:Concordia_University
34,44002,ACCO,650T,TUTORIAL IN FINA REP/PRACTICE,LEC,,ex:Concordia_University
35,44003,ACCO,651T,TUTORIAL IN FINA REP/COM APP,LEC,,ex:Concordia_University
36,44004,ACCO,653,INFO SYS/INTERNAL CONTROL,LEC,,ex:Concordia_University
37,45085,ACCO,652,BUSINESS ADVISORY SERVICES,LEC,,ex:Concordia_University
38,45114,ACCO,470,SPECIAL TOPICS IN ACCOUNTING,LEC,,ex:Concordia_University
39,45884,ACCO,652T,TUTORIAL IN BUSINESS ADV SER,LEC,,ex:Concordia_University
40,45885,ACCO,653T,TUTORIAL IN INF SYS/INT.CONT,LEC,,ex:Concordia_University
41,46442,ACCO,471,ACCOUNTING SEMINAR,LEC,,ex:Concordia_University
42,46443,ACCO,590,SPECIAL SEMINAR/ACCOUNTING,LEC,,ex:Concordia_University
43,46444,ACCO,595,SPECIAL TOPICS IN ACCO,LEC,,ex:Concordia_University
44,47353,ACCO,655,Taxation and Decision-Making,LEC,,ex:Concordia_University
45,47354,ACCO,655T,Tutorial in Taxation/Decision making,LEC,,ex:Concordia_University
46,47360,ACCO,658,Capstone I Seminar,LEC,,ex:Concordia_University
47,47361,ACCO,658T,Tutorial in Capstone I Seminar,LEC,,ex:Concordia_University
48,47363,ACCO,659,Capstone II Examination Preparation,LEC,,ex:Concordia_University
49,47364,ACCO,659T,Tutorial in Capstone II Examination,LEC,,ex:Concordia_University
50,47367,ACCO,654,Assurance and Professional Practice,LEC,,ex:Concordia_University
51,47368,ACCO,654T,Tutorial in Assurance and Professional Practice,LEC,,ex:Concordia_University
52,47369,ACCO,656,Performance Management,LEC,,ex:Concordia_University
53,47370,ACCO,656T,Tutorial in Performance Management,LEC,,ex:Concordia_University
54,47371,ACCO,657,Financial Strategies and Decisions,LEC,,ex:Concordia_University
55,47372,ACCO,657T,Tutorial in Financial Strategies and Decisions,LEC,,ex:Concordia_University
56,48073,ACCO,692,Managing After-Tax Returns,LEC,,ex:Concordia_University
57,48544,ACCO,360,Principles of Auditing,LEC,,ex:Concordia_University
58,48619,ACCO,495,HONOURS SEMINAR IN ACCOUNTANCY,LEC,,ex:Concordia_University
60,48720,ACCO,600,TUTORIAL IN FINA REP/PRACTICE,LEC,,ex:Concordia_University
61,48817,ACCO,601,TUTORIAL IN FINA REP/COM APP,LEC,,ex:Concordia_University
63,48824,ACCO,602,TUTORIAL IN BUSINESS ADV SER,LEC,,ex:Concordia_University
64,48825,ACCO,603,TUTORIAL IN INF SYS/INT.CONT,LEC,,ex:Concordia_University
65,48826,ACCO,604,Tutorial in Assurance and Professional Practice,LEC,,ex:Concordia_University
66,48827,ACCO,605,Tutorial in Taxation/Decision making,LEC,,ex:Concordia_University
67,48828,ACCO,606,Tutorial in Performance Management,LEC,,ex:Concordia_University
68,48829,ACCO,607,Tutorial in Financial Strategies and Decisions,LEC,,ex:Concordia_University
69,48830,ACCO,608,Tutorial in Capstone I Seminar,LEC,,ex:Concordia_University
70,48831,ACCO,609,Tutorial in Capstone II Examination,LEC,,ex:Concordia_University
131,235,ACTU,256,Mathematics of Finance,LEC,,ex:Concordia_University
132,236,ACTU,257,Actuarial Mathematics I,LEC,,ex:Concordia_University
133,237,ACTU,286,Actuarial Mathematics Lab I,LEC,,ex:Concordia_University
135,238,ACTU,357,Actuarial Mathematics II,LEC,,ex:Concordia_University
137,239,ACTU,386,Actuarial Mathematics Lab II,LEC,,ex:Concordia_University
138,241,ACTU,457,Risk Theory,LEC,,ex:Concordia_University
139,242,ACTU,458,Credibility Theory,LEC,,ex:Concordia_University
140,243,ACTU,459,Loss Distributions,LEC,,ex:Concordia_University
141,244,ACTU,486,Actuarial Mathematics Lab III,LEC,,ex:Concordia_University
142,245,ACTU,493,Honours Project in Actuarial Mathematics,LEC,,ex:Concordia_University
143,46445,ACTU,491,TOPICS/ACTUARIAL MATHEMATICS,LEC,,ex:Concordia_University
144,46446,ACTU,492,RDG CRS/ACTUARIAL MATHEMAT S,LEC,,ex:Concordia_University
145,246,ADED,201,Concepts and Principles of Adult Education,LEC,,ex:Concordia_University
146,247,ADED,202,The Scope and Nature of Adult Education Programs,LEC,,ex:Concordia_University
147,248,ADED,220,Adults as Learners,LEC,,ex:Concordia_University
148,253,ADED,344,Design of Adult Learning Projects,LEC,,ex:Concordia_University
149,254,ADED,345,Evaluating Adult Learning Projects,LEC,,ex:Concordia_University
151,257,ADED,403,Diversity in Adults,LEC,,ex:Concordia_University
152,260,ADED,440,ISSUES IN THE PRACTICE,LEC,,ex:Concordia_University
153,273,ADED,496,Integrative Internship I,LEC,,ex:Concordia_University
154,274,ADED,497,Integrative Internship II,LEC,,ex:Concordia_University
155,277,ADED,498C,ADVANCED TOPICS IN ADULT EDUCATION,LEC,,ex:Concordia_University
156,46447,ADED,489,SPEC TOPICS  IN ADULT EDUC,LEC,,ex:Concordia_University
157,46448,ADED,492,SPECIAL TOPICS SEM IN ADED I,LEC,,ex:Concordia_University
158,46449,ADED,494,SPECIAL TOPIC SEM IN ADED II,LEC,,ex:Concordia_University
159,46450,ADED,498,ADVANCED TOPICS IN ADED,LEC,,ex:Concordia_University
160,316,ADIP,500,ADED-QUEBEC AS A FIELD STUDY,LEC,,ex:Concordia_University
161,317,ADIP,501,PHIL ISSUES IN EDUC RESEARCH,LEC,,ex:Concordia_University
162,318,ADIP,511,EDUC.PROB/PHILOSOPH.PERSPECT,LEC,,ex:Concordia_University
163,319,ADIP,512,EDUC.PROB./HIST.PERSPECTIVE,LEC,,ex:Concordia_University
164,320,ADIP,513,ANTH CONCEPTS & METHODS-EDUC,LEC,,ex:Concordia_University
165,323,ADIP,520,ADULTS AS LEARNERS,LEC,,ex:Concordia_University
166,325,ADIP,533,FACILITATING ADULT LEARNING,LEC,,ex:Concordia_University
167,326,ADIP,540,INTRODUCTION TO RESEARCH,LEC,,ex:Concordia_University
168,327,ADIP,541,DESIGNING ADULT LRN.PROJECTS,LEC,,ex:Concordia_University
169,328,ADIP,542,EVAL ADULT LEARNING PROJECTS,LEC,,ex:Concordia_University
170,329,ADIP,544,SCHOOL AND SOCIETY,LEC,,ex:Concordia_University
171,333,ADIP,572,CONCEPTS & VALUES IN ADED,LEC,,ex:Concordia_University
174,337,ADIP,590,ISSUES IN THE PRACTICE,LEC,,ex:Concordia_University
175,345,ADIP,598,SPECIAL TOPICS IN ADED II,LEC,,ex:Concordia_University
176,37543,ADIP,597,ADULT EDUCATION I-SELECTED TOPICS,LEC,,ex:Concordia_University
177,40013,ADIP,535,STUDIES/EDUCATIONAL CHANGE,LEC,,ex:Concordia_University
178,40014,ADIP,585,Integrative Internship I,LEC,,ex:Concordia_University
179,40015,ADIP,586,Integrative Internship II,LEC,,ex:Concordia_University
180,46451,ADIP,589,ADVANCED TOPICS IN ADED,LEC,,ex:Concordia_University
181,360,ADMI,201,Introduction to Administration (Administered by the Finance Department),LEC,,ex:Concordia_University
182,361,ADMI,202,Perspective on Canadian Business (Administered by the Finance Department),LEC,,ex:Concordia_University
183,384,ADMI,543,SPECIAL TOPICS-INSTIT ADMIN,LEC,,ex:Concordia_University
184,409,ADMI,810,ORGANIZATIONAL BEHAVIOUR,LEC,,ex:Concordia_University
185,428,ADMI,811,ORGANIZATIONAL BEHAVIOUR,LEC,,ex:Concordia_University
186,448,ADMI,820,DESC & M.I.S.,LEC,,ex:Concordia_University
187,505,ADMI,830,MARKETING,LEC,,ex:Concordia_University
188,522,ADMI,831,MARKETING,LEC,,ex:Concordia_University
190,547,ADMI,840,FINANCE,LEC,,ex:Concordia_University
191,586,ADMI,850,BUSINESS POLICY & STRATEGY,LEC,,ex:Concordia_University
192,605,ADMI,851,BUSINESS POLICY & STRATEGY,LEC,,ex:Concordia_University
193,627,ADMI,852,BUSINESS POLICY/STRATEGY,LEC,,ex:Concordia_University
194,649,ADMI,853,BUSINESS POLICY AND STRATEGY,LEC,,ex:Concordia_University
195,650,ADMI,860,ACCOUNTANCY & CONTROL,LEC,,ex:Concordia_University
198,679,ADMI,889,COMPREHENSIVE EXAMINATIONS,LEC,,ex:Concordia_University
199,680,ADMI,890,THESIS,LEC,,ex:Concordia_University
200,46452,ADMI,800,BUSINESS ECONOMICS,LEC,,ex:Concordia_University
201,46453,ADMI,821,DESC & M.I.S.,LEC,,ex:Concordia_University
202,46454,ADMI,822,DESC & M.I.S.,LEC,,ex:Concordia_University
203,46455,ADMI,832,MARKETING,LEC,,ex:Concordia_University
204,46456,ADMI,841,FINANCE,LEC,,ex:Concordia_University
205,46457,ADMI,861,ACCOUNTANCY & CONTROL,LEC,,ex:Concordia_University
206,48415,ADMI,855,BUSINESS POLICY/STRATEGY,LEC,,ex:Concordia_University
207,48416,ADMI,856,BUSINESS POLICY/STRATEGY,LEC,,ex:Concordia_University
208,48417,ADMI,812,ORGANIZATIONAL BEHAVIOUR,LEC,,ex:Concordia_University
209,48418,ADMI,813,ORGANIZATIONAL BEHAVIOUR,LEC,,ex:Concordia_University
210,48419,ADMI,815,ORGANIZATIONAL BEHAVIOUR,LEC,,ex:Concordia_University
211,48909,ADMI,814,ORGANIZATIONAL BEHAVIOUR,LEC,,ex:Concordia_University
212,48910,ADMI,812,ORGANIZATIONAL BEHAVIOUR,LEC,,ex:Concordia_University
213,48911,ADMI,858,BUSINESS POLICY AND STRATEGY,LEC,,ex:Concordia_University
215,705,AERO,417,STNDRDS/REGUL N/CERTIF N,LEC,,ex:Concordia_University
216,706,AERO,431,PRINCIPLES OF AEROELASTICITY,LEC,,ex:Concordia_University
217,707,AERO,462,TURBOMACHINERY+PROPULSION,LEC,,ex:Concordia_University
219,708,AERO,464,AERODYNAMICS,LEC,,ex:Concordia_University
222,709,AERO,465,GAS TURBINE DESIGN,LEC,,ex:Concordia_University
224,710,AERO,480,FLIGHT CONTROL SYSTEMS,LEC,,ex:Concordia_University
225,711,AERO,482,AVIONIC NAVIGATION SYSTEMS,LEC,,ex:Concordia_University
226,712,AERO,483,INTEGR. OF AVIONIC SYSTEMS,LEC,,ex:Concordia_University
227,713,AERO,486,AIRCRAFT STRESS ANALYSIS,LEC,,ex:Concordia_University
228,714,AERO,487,DESIGN OF AIRCRAFT STRUCTURE,LEC,,ex:Concordia_University
229,25371,AERO,485,INTRO. TO SPACE SYSTEMS,LEC,,ex:Concordia_University
231,47199,AERO,201,Introduction to Flight and Aerospace System,LEC,,ex:Concordia_University
233,47200,AERO,371,Modelling and Control Systems,LEC,,ex:Concordia_University
235,47218,AERO,485,Introduction to Space Systems,LEC,,ex:Concordia_University
236,48354,AERO,390,AEROSPACE ENGINEERING DESIGN PROJECT,LEC,,ex:Concordia_University
238,48356,AERO,446,AEROSPACE VEHICLE PERFORMANCE,LEC,,ex:Concordia_University
241,48357,AERO,455,COMPUTATIONAL FLUID DYNAMICS FOR AEROSPACE APPLICATIONS,LEC,,ex:Concordia_University
243,48358,AERO,481,MATERIALS ENGINEERING FOR AEROSPACE,LEC,,ex:Concordia_University
244,48359,AERO,490,CAPSTONE AEROSPACE ENGINEERING DESIGN PROJECT,LEC,,ex:Concordia_University
245,49313,AERO,290,INTRODUCTION TO AIRCRAFT DESIGN,LEC,,ex:Concordia_University
248,49708,AERO,472,Aircraft Pneumatic and Electrical Power Systems,LEC,,ex:Concordia_University
250,49711,AERO,471,Aircraft Hydro?Mechanical and Fuel Systems,LEC,,ex:Concordia_University
251,715,AHSC,215,Historical Foundations of Leisure and Recreation,LEC,,ex:Concordia_University
252,716,AHSC,220,LIFESPAN GROWTH&DEVELOP.,LEC,,ex:Concordia_University
254,717,AHSC,225,Principles of Experiential & Action Learning & the Reflective Practitioner,LEC,,ex:Concordia_University
255,718,AHSC,230,Interpersonal Communication and Relationships,LEC,,ex:Concordia_University
256,719,AHSC,232,WORKING IN TASK GROUPS,LEC,,ex:Concordia_University
257,720,AHSC,241,RECREATION AND LEISURE IN CONTEMPORARY SOCIETY,LEC,,ex:Concordia_University
258,721,AHSC,242,RECREATION/LEISURE IN CANADA,LEC,,ex:Concordia_University
259,726,AHSC,260,"PROGRAM PLANNING, DESIGN AND EVALUATION",LEC,,ex:Concordia_University
260,727,AHSC,270,Introduction to Human Relations Theory and Research,LEC,,ex:Concordia_University
261,728,AHSC,281,INTRODUCTION TO THERAPEUTIC RECREATION,LEC,,ex:Concordia_University
262,729,AHSC,285,Social Psychology of Leisure,LEC,,ex:Concordia_University
263,737,AHSC,310,TOURISM IN CANADA,LEC,,ex:Concordia_University
264,738,AHSC,311,RESPECTING DIVERSITY IN HUMAN RELATIONS,LEC,,ex:Concordia_University
265,739,AHSC,312,SEXUALITY IN HUMAN RELATIONS,LEC,,ex:Concordia_University
266,740,AHSC,313,FAMILY COMMUNICATION,LEC,,ex:Concordia_University
267,741,AHSC,314,ADOLESCENCE: ISSUES AND INTERVENTION,LEC,,ex:Concordia_University
268,742,AHSC,315,INTERVIEWING,LEC,,ex:Concordia_University
269,743,AHSC,316,ADULTHOOD: PATTERNS AND TRANSITIONS,LEC,,ex:Concordia_University
270,744,AHSC,319,OLDER ADULTHOOD: ISSUES AND INTERVENTION,LEC,,ex:Concordia_University
271,745,AHSC,320,Family and Youth Legislation,LEC,,ex:Concordia_University
273,746,AHSC,322,FUNDAMENTALS OF CHILD - AND YOUTH-CARE WORK,LEC,,ex:Concordia_University
274,747,AHSC,323,GENDER AND LEISURE,LEC,,ex:Concordia_University
276,748,AHSC,330,Leadership and Facilitation in Small Groups,LEC,,ex:Concordia_University
277,749,AHSC,333,LEISURE AND THE ENVIRONMENT,LEC,,ex:Concordia_University
278,750,AHSC,335,Power and Conflict Resolution in Human Systems,LEC,,ex:Concordia_University
279,752,AHSC,350,LEISURE EDUCATION,LEC,,ex:Concordia_University
280,754,AHSC,355,FOUNDATIONS OF FAMILY LIFE EDUCATION,LEC,,ex:Concordia_University
281,755,AHSC,360,"PLAY, ADULT LEARNING AND DEVELOPMENT",LEC,,ex:Concordia_University
283,756,AHSC,361,LEISURE SERVICES LEADERSHIP,LEC,,ex:Concordia_University
284,757,AHSC,370,Organizational Development and Change: Models and Methods,LEC,,ex:Concordia_University
285,758,AHSC,371,COMMUNITY RECREATION PLANNING,LEC,,ex:Concordia_University
286,760,AHSC,380,QUANTITATIVE RESEARCH METHODS FOR PRACTITIONERS,LEC,,ex:Concordia_University
288,761,AHSC,381,Concepts in Therapeutic Recreation Programming,LEC,,ex:Concordia_University
289,762,AHSC,382,QUALITATIVE RESEARCH METHODS FOR PRACTITIONERS,LEC,,ex:Concordia_University
291,763,AHSC,383,Therapeutic Recreation and Physical Disabilities,LEC,,ex:Concordia_University
293,764,AHSC,384,Therapeutic Recreation: Cognitive Disabilities and Illness,LEC,,ex:Concordia_University
294,784,AHSC,422,YOUTH AND LEISURE,LEC,,ex:Concordia_University
295,785,AHSC,423,ORGANIZATION DEVELOPMENT I,LEC,,ex:Concordia_University
297,786,AHSC,425,Organizational Development II,LEC,,ex:Concordia_University
298,787,AHSC,427,ADMINISTRATION OF LEISURE SERVICES,LEC,,ex:Concordia_University
301,790,AHSC,435,FIELDWORK PRACTICE,LEC,,ex:Concordia_University
303,791,AHSC,436,Internship in Youth and Family Work,LEC,,ex:Concordia_University
308,796,AHSC,443,COMMUNITY DEVELOPMENT I,LEC,,ex:Concordia_University
309,797,AHSC,444,THE OLDER ADULT AND LEISURE,LEC,,ex:Concordia_University
311,798,AHSC,445,COMMUNITY DEVELOPMENT II,LEC,,ex:Concordia_University
312,799,AHSC,450,LEISURE ASSESSMENT AND COUNSELLING,LEC,,ex:Concordia_University
313,800,AHSC,460,HEALTH PROMOTION,LEC,,ex:Concordia_University
314,801,AHSC,465,Parent-Child Relations,LEC,,ex:Concordia_University
315,802,AHSC,470,BASIC HUMAN RELATIONS LABORATORY,LEC,,ex:Concordia_University
316,804,AHSC,490,INDEPENDENT STUDY I,LEC,,ex:Concordia_University
317,805,AHSC,491,INDEPENDENT STUDY II,LEC,,ex:Concordia_University
318,818,AHSC,510,Advanced Research Methods in Youth Work,LEC,,ex:Concordia_University
319,819,AHSC,520,Psychoeducation and Youth Work Ethics in Practice,LEC,,ex:Concordia_University
320,820,AHSC,525,Individual and Group Intervention with Youth,LEC,,ex:Concordia_University
321,821,AHSC,527,Advanced Youth Work Intervention:  Case Management and Supervision,LEC,,ex:Concordia_University
322,822,AHSC,530,Community Youth Development,LEC,,ex:Concordia_University
323,823,AHSC,540,"Mental Health and Addictions:  Youth Work Perspectives, Policies and Practices",LEC,,ex:Concordia_University
324,824,AHSC,610,GROUP PROCESS INTERVENTION,LEC,,ex:Concordia_University
325,825,AHSC,620,LRNING/INDIV CHNG PROCESSES,LEC,,ex:Concordia_University
326,827,AHSC,631,RESEARCH METHODS,LEC,,ex:Concordia_University
327,828,AHSC,632,PLANNING HUMAN SYST INTERVEN,LEC,,ex:Concordia_University
328,829,AHSC,660,PHIL AND ETHICS OF INTERV N,LEC,,ex:Concordia_University
329,830,AHSC,670,CONSULTATION METHODS,LEC,,ex:Concordia_University
330,831,AHSC,675,INTRO TO OPEN SYSTEMS THEORY,LEC,,ex:Concordia_University
331,832,AHSC,680,FACIL INDIV/GROUP LRNG PROC,LEC,,ex:Concordia_University
332,833,AHSC,681,SELECTED TOPICS,LEC,,ex:Concordia_University
333,840,AHSC,685,COACHING INTERVEN.&PROCESSES,LEC,,ex:Concordia_University
334,845,AHSC,698,MASTER S PROJECT,LEC,,ex:Concordia_University
335,40043,AHSC,514,ADOLESCEN:ISS./INTERVENTION,LEC,,ex:Concordia_University
336,40044,AHSC,522,fundamentals of Child and Youth Care Work,LEC,,ex:Concordia_University
337,40045,AHSC,565,Parent-Child Relations,LEC,,ex:Concordia_University
338,40046,AHSC,695,INDEPENDENT STUDY I,LEC,,ex:Concordia_University
339,40047,AHSC,696,INDEPENDENT STUDY II,LEC,,ex:Concordia_University
340,46458,AHSC,298,SELECTED TOPICS IN APPLIED HUMAN SCIENCES,LEC,,ex:Concordia_University
341,46459,AHSC,398,Selected Topics in Applied Human Sciences,LEC,,ex:Concordia_University
342,46460,AHSC,399,SEL TOP: APP HUMAN SCIENCES,LEC,,ex:Concordia_University
343,46461,AHSC,498,ADVANCED TOPICS IN AHSC,LEC,,ex:Concordia_University
344,46462,AHSC,499,ADVANCED TOPICS IN AHSC,LEC,,ex:Concordia_University
345,46463,AHSC,682,SPECIAL TOPICS,LEC,,ex:Concordia_University
349,47275,AHSC,598,Special Topics in Youth Work,LEC,,ex:Concordia_University
350,47815,AHSC,451,COUNSELLING AND SKILLS AND CONCEPTS,LEC,,ex:Concordia_University
352,47816,AHSC,475,Organizational and Community Leadership: A Systems Approach,LEC,,ex:Concordia_University
353,48157,AHSC,512,Sexuality in Human Relations,LEC,,ex:Concordia_University
354,48158,AHSC,513,Family Communication,LEC,,ex:Concordia_University
359,48163,AHSC,551,Counselling Skills and Concepts,LEC,,ex:Concordia_University
360,48164,AHSC,560,Health Promotion,LEC,,ex:Concordia_University
361,48368,AHSC,321,HISTORICAL FOUNDATIONS OF LEISURE AND RECREATION,LEC,,ex:Concordia_University
362,48369,AHSC,385,SOCIAL PSYCHOLOGY OF LEISURE,LEC,,ex:Concordia_University
363,48408,AHSC,442,COMMUNITY DEVELOPMENT AND LEISURE,LEC,,ex:Concordia_University
364,48743,AHSC,400,Advanced Facilitation and Ethics,LEC,,ex:Concordia_University
365,48744,AHSC,403,Cultivating Creativity and Social Innovation,LEC,,ex:Concordia_University
366,48745,AHSC,411,Social change and analysis Methods,LEC,,ex:Concordia_University
367,48746,AHSC,415,Organizational and Community Sustainability,LEC,,ex:Concordia_University
368,48747,AHSC,332,Organizational Development I,LEC,,ex:Concordia_University
369,48748,AHSC,343,Community Development I,LEC,,ex:Concordia_University
370,48819,AHSC,456,Advanced Family Life Education,LEC,,ex:Concordia_University
371,46464,AMBA,695,SEMINAR IN SPECIAL TOPICS,LEC,,ex:Concordia_University
372,924,AMPS,598,SPECIAL TOPICS IN MPER,LEC,,ex:Concordia_University
373,46465,AMPS,517,SPECIAL PROJECT IN MUSIC,LEC,,ex:Concordia_University
374,46466,AMPS,518,SPECIAL PROJECT IN MUSIC,LEC,,ex:Concordia_University
375,46467,AMPS,599,SPEC. TOPICS IN MPER STUDIES,LEC,,ex:Concordia_University
376,46468,ANDR,400,SELECT TOPICS IN ANDRAGOGY,LEC,,ex:Concordia_University
377,46469,ANDR,500,SELECTED TOPICS IN ANDRAGOGY,LEC,,ex:Concordia_University
380,982,ANTH,203,Culture and Biology: An Anthropological Perspective,LEC,,ex:Concordia_University
381,983,ANTH,204,Indigenous Peoples of North America,LEC,,ex:Concordia_University
382,985,ANTH,212,Elements of Ethno-Linguistics,LEC,,ex:Concordia_University
383,986,ANTH,221,Symbolic Anthropology,LEC,,ex:Concordia_University
384,987,ANTH,231,Culture and Commerce,LEC,,ex:Concordia_University
386,988,ANTH,270,ANTHROPOLOGY AND CONTEMPORARY ISSUES,LEC,,ex:Concordia_University
387,989,ANTH,272,Comparative Culture,LEC,,ex:Concordia_University
389,994,ANTH,301,History of Anthropological Thought,LEC,,ex:Concordia_University
390,995,ANTH,302,"Art, Aesthetics, and Anthropology",LEC,,ex:Concordia_University
391,996,ANTH,303,Indigenous Resurgence,LEC,,ex:Concordia_University
392,1000,ANTH,307,Understanding Myths,LEC,,ex:Concordia_University
394,1004,ANTH,311,European Anthropological Theories,LEC,,ex:Concordia_University
395,1005,ANTH,312,North-American Anthropological Theories,LEC,,ex:Concordia_University
396,1006,ANTH,315,Field Research,LEC,,ex:Concordia_University
398,1010,ANTH,324,PEOPLES AND CULTURES OF THE PACIFIC ISLANDS,LEC,,ex:Concordia_University
399,1011,ANTH,325,"Magic, Science, Religion, and Ideology",LEC,,ex:Concordia_University
400,1012,ANTH,326,Peoples and Cultures of Sub-Saharan Africa,LEC,,ex:Concordia_University
401,1013,ANTH,332,"Health, Illness and Healing in Cross-Cultural Perspective",LEC,,ex:Concordia_University
402,1014,ANTH,345,Movement and Travel,LEC,,ex:Concordia_University
403,1016,ANTH,361,Kinship and Relatedness,LEC,,ex:Concordia_University
405,1023,ANTH,377,Visual Anthropology,LEC,,ex:Concordia_University
408,1026,ANTH,385,Globalization & Transnationality,LEC,,ex:Concordia_University
409,1066,ANTH,423,Political Anthropology,LEC,,ex:Concordia_University
410,1067,ANTH,424,Experiments and Experience in Ethnographic Writing,LEC,,ex:Concordia_University
411,1068,ANTH,425,Religions in the 21st Century,LEC,,ex:Concordia_University
413,1070,ANTH,430,Development Debates,LEC,,ex:Concordia_University
414,1071,ANTH,431,Neo-Marxism and Cultures,LEC,,ex:Concordia_University
415,1072,ANTH,432,THEORIES OF ETHNICITY,LEC,,ex:Concordia_University
416,1073,ANTH,433,Theories of Identity,LEC,,ex:Concordia_University
419,1081,ANTH,462,(also listed as SOCI 462) The New Imperialism,LEC,,ex:Concordia_University
420,1082,ANTH,463,CURRENT DEBATES IN KINSHIP,LEC,,ex:Concordia_University
421,1084,ANTH,471,Food and Social Change,LEC,,ex:Concordia_University
424,1086,ANTH,479,Feminism and Anthropology,LEC,,ex:Concordia_University
433,1146,ANTH,690,THESIS PROPOSAL,LEC,,ex:Concordia_University
435,1148,ANTH,692,THESIS,LEC,,ex:Concordia_University
450,40048,ANTH,230,Race and Ethnic Relations,LEC,,ex:Concordia_University
451,40059,ANTH,375,Social Construction of Sexualities,LEC,,ex:Concordia_University
452,46470,ANTH,298,SELECTED TOPICS ANTHROPOLOGY,LEC,,ex:Concordia_University
453,46471,ANTH,394,TOPICS IN ETHNOGRAPHY I,LEC,,ex:Concordia_University
454,46472,ANTH,395,TOPICS IN ETHNOGRAPHY II,LEC,,ex:Concordia_University
455,46473,ANTH,397,TOPICS - CULTURE + SOCIETY I,LEC,,ex:Concordia_University
456,46474,ANTH,398,Selected Topics in Anthropology,LEC,,ex:Concordia_University
457,46475,ANTH,399,SELECTED TOPICS/ANTHROPOLOGY,LEC,,ex:Concordia_University
458,46476,ANTH,494,NEW TOPICS IN ANTHROPOLOGY,LEC,,ex:Concordia_University
459,46477,ANTH,498,ADVANCED TOPICS ANTHROPOLOGY,LEC,,ex:Concordia_University
460,46478,ANTH,499,ADVANCED TOPICS/ANTHROPOLOGY,LEC,,ex:Concordia_University
463,47243,ANTH,444,International Indigenism,LEC,,ex:Concordia_University
466,48300,ANTH,277,"Contemporary Issues in Economy, Society, and Biodiversity",LEC,,ex:Concordia_University
467,48317,ANTH,319,Socio-Environmental Issues,LEC,,ex:Concordia_University
468,48333,ANTH,483,Nationalism and Racism,LEC,,ex:Concordia_University
469,48818,ANTH,343,Media Ethnographies,LEC,,ex:Concordia_University
472,49185,ANTH,484,Surveillance Studies,LEC,,ex:Concordia_University
473,49187,ANTH,427,Thinking Beyond Humans,LEC,,ex:Concordia_University
474,49506,ANTH,695,Essay,LEC,,ex:Concordia_University
475,49577,ANTH,255,The Caribbean: History and Political Economy,LEC,,ex:Concordia_University
476,49628,ANTH,464,Advanced Studies in Law and Society,LEC,,ex:Concordia_University
477,50014,ANTH,405,Cultural Imperialism,LEC,,ex:Concordia_University
