,Course ID,Subject,Catalog,Long Title,Component Code,Description,University
1644,4719,CLAS,261,Greek Mythology,LEC,,ex:Concordia_University
1645,4720,CLAS,262,Mythology of the Ancient Mediterranean,LEC,,ex:Concordia_University
1646,4721,CLAS,263,Archaeology of Archaic Greece,LEC,,ex:Concordia_University
1647,4722,CLAS,264,EGYPTIAN ARCHAEOLOGY,LEC,,ex:Concordia_University
1649,4724,CLAS,267,The Archaeology of the Greek Bronze Age,LEC,,ex:Concordia_University
1651,4727,CLAS,280,INTRODUCTORY ANCIENT GREEK: INTENSIVE COURSE,LEC,,ex:Concordia_University
1653,4728,CLAS,290,INTRODUCTORY LATIN: INTENSIVE COURSE,LEC,,ex:Concordia_University
1654,4739,CLAS,320,The Heroic Epics of Greece and Rome,LEC,,ex:Concordia_University
1655,4746,CLAS,330,Greek Drama,LEC,,ex:Concordia_University
1657,4753,CLAS,341,(also listed as HIST 323) Greek History from Alexander to the Roman Conquest,LEC,,ex:Concordia_University
1659,4754,CLAS,343,(also listed as HIST 327) History of the Roman Empire,LEC,,ex:Concordia_University
1660,4757,CLAS,353,Representations of Women in Ancient Greece and Rome,LEC,,ex:Concordia_University
1661,4762,CLAS,364,Classical Greek Art and Archaeology,LEC,,ex:Concordia_University
1662,4763,CLAS,365,Art and Archaeology of the Hellenistic Age,LEC,,ex:Concordia_University
1663,4767,CLAS,369,Roman Art and Archaeology,LEC,,ex:Concordia_University
1665,4781,CLAS,383,Intermediate Ancient Greek I: Prose,LEC,,ex:Concordia_University
1666,4782,CLAS,384,Intermediate Ancient Greek II: Poetry,LEC,,ex:Concordia_University
1668,4790,CLAS,391,Intermediate Latin I: Prose,LEC,,ex:Concordia_University
1669,4791,CLAS,392,Intermediate Latin II: Poetry,LEC,,ex:Concordia_University
1670,4816,CLAS,410,Advanced Ancient Greek I: Prose,LEC,,ex:Concordia_University
1671,4827,CLAS,411,Advanced Ancient Greek II: Poetry,LEC,,ex:Concordia_University
1673,4838,CLAS,420,Advanced Latin I: Prose,LEC,,ex:Concordia_University
1674,4847,CLAS,421,Advanced Latin II: Poetry,LEC,,ex:Concordia_University
1679,4871,CLAS,480,TUTORIAL,LEC,,ex:Concordia_University
1680,4881,CLAS,481,TUTORIAL II,LEC,,ex:Concordia_University
1682,46568,CLAS,298,SELECTED TOPICS IN CLASSICS,LEC,,ex:Concordia_University
1683,46569,CLAS,371,SELECT TOPICS IN CLASSICS,LEC,,ex:Concordia_University
1684,46570,CLAS,398,SELECTED TOPICS IN CLASSICS,LEC,,ex:Concordia_University
1685,46571,CLAS,470,ADV TOPICS IN CLASSICS,LEC,,ex:Concordia_University
1686,46572,CLAS,471,ADV TOPICS IN CLASSICS,LEC,,ex:Concordia_University
1687,46573,CLAS,498,ADVANCED TOPICS IN CLASSICS,LEC,,ex:Concordia_University
1688,47231,CLAS,201,Introductory Ancient Greek I,LEC,,ex:Concordia_University
1689,47232,CLAS,203,Introductory Latin I,LEC,,ex:Concordia_University
1690,47237,CLAS,260,Introduction to Greek Archaeology,LEC,,ex:Concordia_University
1691,47238,CLAS,363,Archaeology of Archaic Greece,LEC,,ex:Concordia_University
1692,47239,CLAS,202,Introductory Ancient Greek II,LEC,,ex:Concordia_University
1693,47240,CLAS,204,Introductory Latin II,LEC,,ex:Concordia_University
1694,48839,CLAS,210,Classical Civilization,LEC,,ex:Concordia_University
1695,48840,CLAS,220,Daily Life in Ancient Greece and Rome,LEC,,ex:Concordia_University
1696,48841,CLAS,265,Mythologies of the Ancient Mediterranean,LEC,,ex:Concordia_University
1697,48842,CLAS,321,Greek Epic Poetry,LEC,,ex:Concordia_University
1698,48843,CLAS,322,Latin Literature of the Augustan Period,LEC,,ex:Concordia_University
1699,4723,CLAZ,266,An Introduction to Classical Archaeology,LEC,,ex:Concordia_University
1700,46574,CMUS,498,SPEC. TOPICS IN COMPOSITION,LEC,,ex:Concordia_University
1702,5054,COEN,212,Digital Systems Design I,LEC,,ex:Concordia_University
1704,5055,COEN,231,Introduction to Discrete Mathematics,LEC,,ex:Concordia_University
1707,5059,COEN,243,Programming Methodology I,LEC,,ex:Concordia_University
1709,5060,COEN,244,Programming Methodology II,LEC,,ex:Concordia_University
1712,5062,COEN,311,Computer Organization and Software,LEC,,ex:Concordia_University
1715,5064,COEN,313,Digital Systems Design II,LEC,,ex:Concordia_University
1718,5065,COEN,315,Digital Electronics,LEC,,ex:Concordia_University
1721,5066,COEN,316,Computer Architecture and Design,LEC,,ex:Concordia_University
1724,5067,COEN,317,Microprocessor Systems,LEC,,ex:Concordia_University
1726,5068,COEN,320,Introduction to Real?Time Systems,LEC,,ex:Concordia_University
1729,5069,COEN,345,Software Testing and Validation,LEC,,ex:Concordia_University
1732,5070,COEN,346,Operating Systems,LEC,,ex:Concordia_University
1734,5071,COEN,352,Data Structures and Algorithms,LEC,,ex:Concordia_University
1736,5072,COEN,390,COMP. ENG. PROD DESIGN PROJ.,LEC,,ex:Concordia_University
1738,5074,COEN,413,Hardware Functional Verification,LEC,,ex:Concordia_University
1740,5080,COEN,421,Embedded Systems and Software Design,LEC,,ex:Concordia_University
1741,5082,COEN,432,APPLIED EVOLUTIONARY & LEARNING ALGORITHMS,LEC,,ex:Concordia_University
1743,5083,COEN,445,Communication Networks and Protocols,LEC,,ex:Concordia_University
1745,5084,COEN,451,VLSI Circuit Design,LEC,,ex:Concordia_University
1746,5086,COEN,490,Capstone Computer Engineering Design Project,LEC,,ex:Concordia_University
1747,5095,COEN,6211,BIO. COMPUTING & SYN BIOLOGY,LEC,,ex:Concordia_University
1748,5096,COEN,6311,SOFTWARE ENGINEERING,LEC,,ex:Concordia_University
1749,5097,COEN,6312,MODEL DRIVEN SOFTWARE ENGR.,LEC,,ex:Concordia_University
1750,5098,COEN,6321,Applied Genetic and Evolutionary Systems,LEC,,ex:Concordia_University
1751,5099,COEN,6331,NEURAL NETWORKS,LEC,,ex:Concordia_University
1752,5100,COEN,6501,DIGITAL SYS.DESIGN+SYNTHESIS,LEC,,ex:Concordia_University
1753,5101,COEN,6511,VLSI CIRCUIT DESIGN,LEC,,ex:Concordia_University
1754,5102,COEN,6521,DESIGN FOR TESTABILITY,LEC,,ex:Concordia_University
1755,5103,COEN,6531,ASIC SYNTHESIS,LEC,,ex:Concordia_University
1756,5104,COEN,6551,FORMAL HARDWARE VERIFICATION,LEC,,ex:Concordia_University
1757,5106,COEN,6711,MICROPROC.+THEIR APPLICATION,LEC,,ex:Concordia_University
1758,5108,COEN,6741,COMPUTER ARCHITECTURE+DESIGN,LEC,,ex:Concordia_University
1759,5115,COEN,7311,PROTOCOL DESIGN + VALIDATION,LEC,,ex:Concordia_University
1760,5117,COEN,7741,ADV. COMPUTER ARCHITECTURE,LEC,,ex:Concordia_University
1761,40325,COEN,6541,FCTNL. HARDWARE VERIFICATION,LEC,,ex:Concordia_University
1762,46575,COEN,498,TOPICS/COMPUTER ENGINEERING,LEC,,ex:Concordia_University
1763,46576,COEN,691,TOPICS/COMPUTER ENGINEERING,LEC,,ex:Concordia_University
1764,47638,COEN,6341,EMBEDDED SYSTEM MODELLING,LEC,,ex:Concordia_University
1765,48391,COEN,422,CYBER-PHYSICAL SYSTEMS,LEC,,ex:Concordia_University
1766,48392,COEN,424,PROGRAMMING ON THE CLOUD,LEC,,ex:Concordia_University
1767,48393,COEN,433,BIOLOGICAL COMPUTING AND SYNTHETIC BIOLOGY,LEC,,ex:Concordia_University
1768,48394,COEN,434,MICROFLUIDIC DEVICES FOR SYNTHETIC BIOLOGY,LEC,,ex:Concordia_University
1769,48395,COEN,446,INTERNET OF THINGS,LEC,,ex:Concordia_University
1770,48396,COEN,447,SOFTWARE-DEFINED NETWORKING,LEC,,ex:Concordia_University
1771,48401,COEN,6313,PROGRAMMING ON THE CLOUD,LEC,,ex:Concordia_University
1772,49850,COEN,6561,Cyber-Physical Systems,LEC,,ex:Concordia_University
1774,50062,COEN,366,Communication Networks and Protocols (,LEC,,ex:Concordia_University
1776,50082,COEN,415,Digital Electronics,LEC,,ex:Concordia_University
1779,50087,COEN,448,Software Testing and Validation,LEC,,ex:Concordia_University
1781,5254,COMM,210,Contemporary Business Thinking,LEC,,ex:Concordia_University
1782,5255,COMM,212,Business Communication,LEC,,ex:Concordia_University
1783,5256,COMM,215,Business Statistics,LEC,,ex:Concordia_University
1784,5257,COMM,217,Financial Accounting,LEC,,ex:Concordia_University
1785,5258,COMM,220,Analysis of Markets,LEC,,ex:Concordia_University
1786,5259,COMM,222,Organizational Behaviour and Theory,LEC,,ex:Concordia_University
1787,5260,COMM,223,Marketing Management I,LEC,,ex:Concordia_University
1788,5262,COMM,225,Production and Operations Management,LEC,,ex:Concordia_University
1789,5263,COMM,226,Business Technology Management,LEC,,ex:Concordia_University
1790,5276,COMM,305,Managerial Accounting,LEC,,ex:Concordia_University
1791,5281,COMM,308,Introduction to Finance,LEC,,ex:Concordia_University
1792,5284,COMM,315,Business Law and Ethics,LEC,,ex:Concordia_University
1793,5285,COMM,320,Entrepreneurship,LEC,,ex:Concordia_University
1794,5286,COMM,401,Strategy and Competition,LEC,,ex:Concordia_University
1795,5312,COMM,610,Basic Quantitative Skills for Administration,LEC,,ex:Concordia_University
1796,46577,COMM,299,SEMINAR COURSE,LEC,,ex:Concordia_University
1797,46578,COMM,499,SEMINAR COURSE,LEC,,ex:Concordia_University
1798,48423,COMM,205,BUSINESS COMMUNICATION,LEC,,ex:Concordia_University
1799,5326,COMP,201,Introduction to Computing,LEC,,ex:Concordia_University
1801,5337,COMP,218,Fundamentals of Programming,LEC,,ex:Concordia_University
1804,5350,COMP,228,System Hardware,LEC,,ex:Concordia_University
1807,5353,COMP,232,Mathematics for Computer Science,LEC,,ex:Concordia_University
1809,5354,COMP,233,Probability and Statistics for Computer Science,LEC,,ex:Concordia_University
1812,5363,COMP,248,Object-Oriented Programming I,LEC,,ex:Concordia_University
1817,5364,COMP,249,Object-Oriented Programming II,LEC,,ex:Concordia_University
1820,5391,COMP,326,Computer Architecture,LEC,,ex:Concordia_University
1822,5394,COMP,335,Introduction to Theoretical Computer Science,LEC,,ex:Concordia_University
1825,5398,COMP,339,COMBINATORICS,LEC,,ex:Concordia_University
1828,5405,COMP,345,"ADVANCED PROGRAM DESIGN, C++",LEC,,ex:Concordia_University
1830,5406,COMP,346,Operating Systems,LEC,,ex:Concordia_University
1833,5407,COMP,348,Principles of Programming Languages,LEC,,ex:Concordia_University
1835,5409,COMP,352,Data Structures and Algorithms,LEC,,ex:Concordia_University
1838,5410,COMP,353,Databases,LEC,,ex:Concordia_University
1841,5411,COMP,354,Introduction to Software Engineering,LEC,,ex:Concordia_University
1843,5412,COMP,361,Elementary Numerical Methods,LEC,,ex:Concordia_University
1845,5414,COMP,367,Techniques in Symbolic Computation,LEC,,ex:Concordia_University
1847,5415,COMP,371,Computer Graphics,LEC,,ex:Concordia_University
1849,5416,COMP,376,Introduction to Game Development,LEC,,ex:Concordia_University
1851,5446,COMP,426,Multicore Programming,LEC,,ex:Concordia_University
1852,5447,COMP,427,ADV TOPICS MICROPROC SYSTEMS,LEC,,ex:Concordia_University
1854,5449,COMP,428,Parallel Programming,LEC,,ex:Concordia_University
1857,5461,COMP,442,Compiler Design,LEC,,ex:Concordia_University
1859,5464,COMP,445,Data Communication and Computer Networks,LEC,,ex:Concordia_University
1860,5477,COMP,465,Design and Analysis of Algorithms,LEC,,ex:Concordia_University
1863,5482,COMP,472,Artificial Intelligence,LEC,,ex:Concordia_University
1865,5483,COMP,473,Pattern Recognition,LEC,,ex:Concordia_University
1867,5484,COMP,474,Intelligent Systems,LEC,,ex:Concordia_University
1869,5485,COMP,476,Advanced Game Development,LEC,,ex:Concordia_University
1871,5486,COMP,477,Animation for Computer Games,LEC,,ex:Concordia_University
1873,5487,COMP,478,Image Processing,LEC,,ex:Concordia_University
1875,5488,COMP,479,Information Retrieval and Web Search,LEC,,ex:Concordia_University
1876,5491,COMP,490,Computer Science Project I,LEC,,ex:Concordia_University
1877,5492,COMP,492,Computer Science Project II,LEC,,ex:Concordia_University
1878,5493,COMP,495,Honours Seminar,LEC,,ex:Concordia_University
1880,5500,COMP,5201,COMP. ORGANIZ N+ASSEMB.LANG.,LEC,,ex:Concordia_University
1882,5520,COMP,5361,DISCRETE STR.+FORMAL LANG.,LEC,,ex:Concordia_University
1885,5522,COMP,5421,ADVANCED PROGRAMMING,LEC,,ex:Concordia_University
1887,5526,COMP,5461,OPERATING SYSTEMS,LEC,,ex:Concordia_University
1889,5527,COMP,5481,PROGRAM G + PROBLEM SOLVING,LEC,,ex:Concordia_University
1892,5530,COMP,5511,PRINCIPLES/DATA STRUCTURES,LEC,,ex:Concordia_University
1894,5534,COMP,5531,FILES AND DATABASES,LEC,,ex:Concordia_University
1896,5536,COMP,5541,TOOLS+TECHNIQUES / SW ENGR.,LEC,,ex:Concordia_University
1898,5567,COMP,6231,DISTRIBUTED SYSTEM DESIGN,LEC,,ex:Concordia_University
1900,5570,COMP,6281,PARALLEL PROGRAMMING,LEC,,ex:Concordia_University
1903,5572,COMP,6321,MACHINE LEARNING,LEC,,ex:Concordia_University
1904,5575,COMP,6351,SCIENTIFIC COMPUTATION,LEC,,ex:Concordia_University
1905,5577,COMP,6361,NUMERIC ANALY/NONLINEAR EQUA,LEC,,ex:Concordia_University
1906,5579,COMP,6411,COMPARAT.STUDY/PROGRAM.LANG.,LEC,,ex:Concordia_University
1908,5585,COMP,6461,COMPUTER NETWORKS + PROTOCOL,LEC,,ex:Concordia_University
1910,5589,COMP,6481,Program and Problem Solving,LEC,,ex:Concordia_University
1913,5592,COMP,6521,ADV.DATABASE TECH. AND APPL.,LEC,,ex:Concordia_University
1914,5593,COMP,6531,FOUNDATIONS/SEMANTIC WEB,LEC,,ex:Concordia_University
1916,5598,COMP,6591,INTRO/KNOWLEDGE-BASE SYSTEMS,LEC,,ex:Concordia_University
1919,5605,COMP,6651,ALGORITHM DESIGN TECHNIQUES,LEC,,ex:Concordia_University
1920,5607,COMP,6661,COMBINATORIAL ALGORITHMS,LEC,,ex:Concordia_University
1921,5615,COMP,6751,NATURAL LANGUAGE ANALYSIS,LEC,,ex:Concordia_University
1923,5617,COMP,6761,ADVANCED COMPUTER GRAPHICS,LEC,,ex:Concordia_University
1926,5619,COMP,6771,Image Processing,LEC,,ex:Concordia_University
1927,5620,COMP,6781,COMP 6781 Statistical Natural Language Processing,LEC,,ex:Concordia_University
1929,5621,COMP,6791,INFO. RETRIEVAL & WEB SEARCH,LEC,,ex:Concordia_University
1930,5622,COMP,6811,BIOINFORMATICS ALGORITHMS,LEC,,ex:Concordia_University
1932,5625,COMP,690,COMP.ANAL.NATURAL LANG.TEST,LEC,,ex:Concordia_University
1934,5661,COMP,7241,PARALLEL ALGORITHMS+ARCHIT E,LEC,,ex:Concordia_University
1935,5678,COMP,7531,DB SYSTEMS PRINCIPLES,LEC,,ex:Concordia_University
1938,5702,COMP,7781,ADV IMAGE PROC,LEC,,ex:Concordia_University
1939,5703,COMP,790,TOPICS/COMPUTER SCIENCE II,LEC,,ex:Concordia_University
1940,5720,COMP,791,TOPICS IN COMP. SCIENCE II,LEC,,ex:Concordia_University
1941,5724,COMP,792,MASTER S RESEARCH AND THESIS,LEC,,ex:Concordia_University
1942,5731,COMP,890,DOCTORAL RESEARCH AND THESIS,LEC,,ex:Concordia_University
1943,40329,COMP,108,Computer Science Industrial Experience Reflective Learning I,LEC,,ex:Concordia_University
1944,40331,COMP,208,Computer Science Industrial Experience Reflective Learning II,LEC,,ex:Concordia_University
1945,40332,COMP,5261,COMPUTER ARCHITECTURE,LEC,,ex:Concordia_University
1947,40335,COMP,5611,ELEMENTARY NUMERICAL METHODS,LEC,,ex:Concordia_University
1950,40344,COMP,6311,ANIMATION FOR COMPUTER GAMES,LEC,,ex:Concordia_University
1952,40345,COMP,6421,COMPILER DESIGN,LEC,,ex:Concordia_University
1954,40353,COMP,6721,APPLIED ARTIFICIAL INTELLIGENCE,LEC,,ex:Concordia_University
1956,40354,COMP,6731,PATTERN RECOGNITION,LEC,,ex:Concordia_University
1958,40355,COMP,6741,INTELLIGENT SYSTEMS,LEC,,ex:Concordia_University
1959,40356,COMP,7921,MASTER S RESEARCH AND THESIS,LEC,,ex:Concordia_University
1960,40357,COMP,7941,MASTER S RESEARCH AND THESIS,LEC,,ex:Concordia_University
1961,40358,COMP,8901,DOCTORAL RESEARCH AND THESIS,LEC,,ex:Concordia_University
1963,45940,COMP,475,Immersive Technologies,LEC,,ex:Concordia_University
1964,46579,COMP,498,TOPICS IN COMPUTER SCIENCE,LEC,,ex:Concordia_University
1966,46580,COMP,691,TOPICS/COMPUTER SCIENCE,LEC,,ex:Concordia_University
1968,46581,COMP,729,SELECT TOP-DIGITAL SYSTEMS,LEC,,ex:Concordia_University
1969,46582,COMP,739,SEL TOP-THEORETICAL COMP SCI,LEC,,ex:Concordia_University
1970,46583,COMP,749,SELECTED TOPICS IN SOFTWARE,LEC,,ex:Concordia_University
1971,46584,COMP,759,SEL TOPICS-INFORMATION MANA,LEC,,ex:Concordia_University
1972,46585,COMP,769,SEL TOP - NUMERICAL COMPUTAT,LEC,,ex:Concordia_University
1973,46586,COMP,779,SEL TOPICS-COMP APPLICATIONS,LEC,,ex:Concordia_University
1975,47980,COMP,6331,ADVANCED GAME DEVELOPMENT,LEC,,ex:Concordia_University
1976,48285,COMP,6971,Project and Report,LEC,,ex:Concordia_University
1977,48454,COMP,6971,PROJECT AND REPORT,LEC,,ex:Concordia_University
1979,48956,COMP,499,TOPICS IN COMPUTER SCIENCE,LEC,,ex:Concordia_University
1983,49309,COMP,6341,COMPUTER VISION,LEC,,ex:Concordia_University
1985,49310,COMP,425,COMPUTER VISION,LEC,,ex:Concordia_University
1986,49700,COMP,333,Data Analytics,LEC,,ex:Concordia_University
1988,49701,COMP,432,Machine Learning,LEC,,ex:Concordia_University
1989,49712,COMP,6381,Digital Geometric Modelling,LEC,,ex:Concordia_University
1990,50123,COMP,6371,IMMERSIVE TECHNOLOGIES,LEC,,ex:Concordia_University
1992,5891,COMS,210,Media Criticism,LEC,,ex:Concordia_University
1995,5892,COMS,220,History of Communication and Media,LEC,,ex:Concordia_University
1999,5895,COMS,240,Communication Theory,LEC,,ex:Concordia_University
2002,5898,COMS,274,Communication Media: Intermedia I,LEC,,ex:Concordia_University
2004,5900,COMS,276,Communication Media: Sound I,LEC,,ex:Concordia_University
2006,5904,COMS,284,Communication Media:  Moving Images I,LEC,,ex:Concordia_University
2007,5928,COMS,305,Media Criticism,LEC,,ex:Concordia_University
2009,5931,COMS,308,Selected Topics in Video,LEC,,ex:Concordia_University
2010,5932,COMS,309,Studies in Documentary,LEC,,ex:Concordia_University
2011,5933,COMS,310,Media Genres,LEC,,ex:Concordia_University
2012,5939,COMS,319,Media Literacy,LEC,,ex:Concordia_University
2013,5944,COMS,324,Communication Analysis of Environment,LEC,,ex:Concordia_University
2015,5950,COMS,352,Media Policy in Canada,LEC,,ex:Concordia_University
2016,5951,COMS,354,Youth and Media,LEC,,ex:Concordia_University
2017,5952,COMS,355,Media and New Technology,LEC,,ex:Concordia_University
2018,5954,COMS,357,Media and Critical Theory,LEC,,ex:Concordia_University
2021,5956,COMS,361,Propaganda,LEC,,ex:Concordia_University
2022,5959,COMS,365,History of Sound Recording,LEC,,ex:Concordia_University
2023,5961,COMS,367,Media and Cultural Context,LEC,,ex:Concordia_University
2024,5962,COMS,368,Media and Gender,LEC,,ex:Concordia_University
2025,5963,COMS,369,Visual Communication and Culture,LEC,,ex:Concordia_University
2026,5964,COMS,370,Advertising and the Consumer Culture,LEC,,ex:Concordia_University
2027,5965,COMS,371,Public Relations: Principles and Problems,LEC,,ex:Concordia_University
2028,5966,COMS,372,Theories of Public Discourse,LEC,,ex:Concordia_University
2029,5967,COMS,373,Topics in Media and Cultural History,LEC,,ex:Concordia_University
2031,5968,COMS,374,Communication Media: Intermedia II,LEC,,ex:Concordia_University
2033,5970,COMS,376,Communication Media: Sound II,LEC,,ex:Concordia_University
2035,5975,COMS,383,Communication Media: Film II,LEC,,ex:Concordia_University
2037,5976,COMS,385,Communication Media: Video II,LEC,,ex:Concordia_University
2049,6007,COMS,420,RECEPTION STUDIES,LEC,,ex:Concordia_University
2050,6008,COMS,421,COMMUNICATIVE PERFORMANCES AND INTERVENTIONS,LEC,,ex:Concordia_University
2069,6042,COMS,474,Communication Media: Intermedia III,LEC,,ex:Concordia_University
2073,6043,COMS,475,Communication Media:  Intermedia III,LEC,,ex:Concordia_University
2075,6044,COMS,476,Communication Media: Sound III,LEC,,ex:Concordia_University
2077,6047,COMS,483,Communication Media: Film III,LEC,,ex:Concordia_University
2079,6048,COMS,485,Communication Media: Video III,LEC,,ex:Concordia_University
2081,6051,COMS,493,Communication Media: Advanced Topics,LEC,,ex:Concordia_University
2083,6077,COMS,505,INTRO TO COMM THEORY/HISTORY,LEC,,ex:Concordia_University
2086,6080,COMS,511,SEL. TOPICS IN CDN. CINEMAS,LEC,,ex:Concordia_University
2096,6096,COMS,530,SEL TOPICS/COMM STUDIES,LEC,,ex:Concordia_University
2102,6108,COMS,544,RECEPTION STUDIES,LEC,,ex:Concordia_University
2106,6112,COMS,548,Media policy in canada,LEC,,ex:Concordia_University
2107,6122,COMS,560,SELECTED TOPICS IN COMS,LEC,,ex:Concordia_University
2108,6123,COMS,561,COMMUNICATIVE PERFORMANCES AND INTERVENTIONS,LEC,,ex:Concordia_University
2112,6131,COMS,569,MEDIA PROD.:MOVING IMAGES,LEC,,ex:Concordia_University
2115,6138,COMS,580,SEL. TOPICS IN COMM. STUDIES,LEC,,ex:Concordia_University
2130,6174,COMS,642,Selected Topics in Media Studies,LEC,,ex:Concordia_University
2133,6204,COMS,652,CANADIAN DOCUMENTARY FILM,LEC,,ex:Concordia_University
2138,6213,COMS,672,SPEC TOP/MEDIA STUDIES,LEC,,ex:Concordia_University
2141,6227,COMS,695,THESIS,LEC,,ex:Concordia_University
2143,6229,COMS,695B,THESIS,LEC,,ex:Concordia_University
2147,6232,COMS,800,INTEGRATIVE SEMINAR,LEC,,ex:Concordia_University
2149,6241,COMS,808,SOC/CLTRL ASP INFO/COMM TECH,LEC,,ex:Concordia_University
2150,6246,COMS,809,SOC/CLTRL DSCRS/MED MESSAGES,LEC,,ex:Concordia_University
2151,6251,COMS,822,ADV SEM/RESEARCH METHODS I,LEC,,ex:Concordia_University
2152,6252,COMS,823,ADV SEM IN RSRCH METHODS II,LEC,,ex:Concordia_University
2153,6256,COMS,828,SPEC TOP/ORGANIZATIONAL COMM,LEC,,ex:Concordia_University
2154,6262,COMS,830,DOCTORAL PRO-SEMINAR,LEC,,ex:Concordia_University
2155,6263,COMS,830A,DOCTORAL PRO-SEMINAR,LEC,,ex:Concordia_University
2157,6264,COMS,830B,DOCTORAL PRO-SEMINAR,LEC,,ex:Concordia_University
2158,6266,COMS,841,CULTURAL INDUSTRIES,LEC,,ex:Concordia_University
2160,6273,COMS,853,DISCOURSE & REPRESENTATION,LEC,,ex:Concordia_University
2161,6274,COMS,854,Discourse Within Social Formation,LEC,,ex:Concordia_University
2163,6283,COMS,873,IDENTITIES/CULTURAL EXCHANGE,LEC,,ex:Concordia_University
2164,6284,COMS,874,MEDIA GLOBAL.& CULTURAL DVLP,LEC,,ex:Concordia_University
2165,6286,COMS,876,MEDIA TECHNOLOGY AS PRACTICE,LEC,,ex:Concordia_University
2166,6287,COMS,877,INT L COMMUNICATION/DVLPMNT,LEC,,ex:Concordia_University
2167,6288,COMS,878,"Communication, Conflict and Peace",LEC,,ex:Concordia_University
2168,6289,COMS,879,HUMAN-COMPUTER INTERACTIONS,LEC,,ex:Concordia_University
2169,6290,COMS,880,COMMUNICATION NTWRKS/ORGNZTN,LEC,,ex:Concordia_University
2170,6291,COMS,882,"CUMMUNIC N,DEMOCRACY & POWER",LEC,,ex:Concordia_University
2171,6292,COMS,883,HIST/HISTORIOG Y/MEDIA/CLTRE,LEC,,ex:Concordia_University
2172,6293,COMS,884,CLTRL THRY/COMMUNIC N STUD S,LEC,,ex:Concordia_University
2174,6295,COMS,886,ALTERNATIVE MEDIA,LEC,,ex:Concordia_University
2175,6296,COMS,887,STRATEGIES/STYLES/COMMUN N,LEC,,ex:Concordia_University
2176,6297,COMS,888,DISCOURSE OF THE BODY,LEC,,ex:Concordia_University
2177,6298,COMS,889,Theories of Organizational Communication,LEC,,ex:Concordia_University
2179,6300,COMS,891,COMMUNIC'N TECH & SOCIETY,LEC,,ex:Concordia_University
2180,6302,COMS,893,ADV/SEM SPEC/TOPICS PHD COMS,LEC,,ex:Concordia_University
2181,6325,COMS,895A,DOCTORAL RESEARCH & THESIS,LEC,,ex:Concordia_University
2182,6326,COMS,895B,DOCTORAL THESIS RESEARCH,LEC,,ex:Concordia_University
2190,40410,COMS,583A,INTRNSHP/COMMUNIC S STUDIES,LEC,,ex:Concordia_University
2191,40422,COMS,694,THESIS/RES CREAT. PROJ. PROP,LEC,,ex:Concordia_University
2192,40423,COMS,805A,RESEARCH WORKSHOP,LEC,,ex:Concordia_University
2193,40424,COMS,805B,RESEARCH WORKSHOP,LEC,,ex:Concordia_University
2194,40425,COMS,805C,RESEARCH WORKSHOP,LEC,,ex:Concordia_University
2197,45268,COMS,301,Selected Topics in National Cinemas,LEC,,ex:Concordia_University
2198,45269,COMS,302,FILM GENRES,LEC,,ex:Concordia_University
2199,45271,COMS,304,SEL. TOP. IN FILM STUDIES,LEC,,ex:Concordia_University
2200,46587,COMS,298,SELECTED TOPICS IN COMS,LEC,,ex:Concordia_University
2201,46588,COMS,300,SELECT TOPICS-COMMUN STUDIES,LEC,,ex:Concordia_University
2202,46589,COMS,303,SEL. TOPICS IN CDN. CINEMAS,LEC,,ex:Concordia_University
2203,46590,COMS,398,Selected Topics in Communication Studies,LEC,,ex:Concordia_University
2204,46591,COMS,399,SELECTED TOPICS IN COMS,LEC,,ex:Concordia_University
2206,46592,COMS,440,ADV TOPICS-COMMUN STUDIES,LEC,,ex:Concordia_University
2207,46593,COMS,441,ADV TOPICS-COMMUN STUDIES,LEC,,ex:Concordia_University
2208,46594,COMS,442,ADV TOPICS-COMMUN STUDIES,LEC,,ex:Concordia_University
2209,46595,COMS,443,ADV TOPICS-COMMUN STUDIES,LEC,,ex:Concordia_University
2210,46596,COMS,447,SELECTED TOPICS IN COMS,LEC,,ex:Concordia_University
2211,46597,COMS,448,SELECTED TOPICS IN COMS,LEC,,ex:Concordia_University
2212,46598,COMS,449,SELECTED TOPICS IN COMS,LEC,,ex:Concordia_University
2213,46599,COMS,450,ADV TOPICS-BROADCAST JOURNAL,LEC,,ex:Concordia_University
2215,46601,COMS,499,ADVANCED TOPICS IN COMS,LEC,,ex:Concordia_University
2216,46602,COMS,534,ADV. TOP. IN FILM STUDIES,LEC,,ex:Concordia_University
2218,46604,COMS,829,SPEC TOP/INT L COMMUNIC/DEV,LEC,,ex:Concordia_University
2222,48765,COMS,205,Effective Communication Skills,LEC,,ex:Concordia_University
2224,48766,COMS,333,"Games, Media and Culture",LEC,,ex:Concordia_University
2228,48769,COMS,491,Communication  Media:  Portfolio,LEC,,ex:Concordia_University
2232,48770,COMS,484,Communication Media:  Moving Images III,LEC,,ex:Concordia_University
2236,48771,COMS,384,Communication Media:  Moving Images II,LEC,,ex:Concordia_University
2240,48772,COMS,477,Communication Media:  Sound III,LEC,,ex:Concordia_University
2242,5955,COMZ,360,Mass Media,LEC,,ex:Concordia_University
2243,46605,CPTP,598,SPECIAL TOPICS IN CPTP,LEC,,ex:Concordia_University
2279,6557,DANC,211,Dance Traditions,LEC,,ex:Concordia_University
2280,6562,DANC,250,Aspects of Production for Dance,LEC,,ex:Concordia_University
