 "topic_name" , "topic_uri" , "event_uri" , "content_uri" ,
 "ConceptNet" , "https://dbpedia.org/resource/Open_Mind_Common_Sense" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Knowledge Vault" , "https://dbpedia.org/resource/Knowledge_Graph" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "knowledge representation" , "https://dbpedia.org/resource/Knowledge_representation_and_reasoning" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Resource Description Framework (RDF)" , "https://dbpedia.org/resource/Resource_Description_Framework" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "LinkedIn" , "https://dbpedia.org/resource/LinkedIn" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "rdfs" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "RDFa" , "https://dbpedia.org/resource/RDFa" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Semantic Web" , "https://dbpedia.org/resource/Semantic_Web" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "public knowledge" , "https://dbpedia.org/resource/Public_Knowledge" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Worksheets/worksheet01.pdf" ,
 "Resource Description Framework" , "https://dbpedia.org/resource/Resource_Description_Framework" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Worksheets/worksheet01.pdf" ,
 "DBpedia" , "https://dbpedia.org/resource/DBpedia" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Worksheets/worksheet01.pdf" ,
 "LinkedIn" , "https://dbpedia.org/resource/LinkedIn" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Worksheets/worksheet01.pdf" ,
 "HTTP 303" , "https://dbpedia.org/resource/HTTP_303" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Worksheets/worksheet01.pdf" ,
 "RDFS" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lab_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%203/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%232.pdf" ,
 "RDF Schema" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lab_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%203/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%232.pdf" ,
 "SPARQL" , "https://dbpedia.org/resource/SPARQL" , "http://example.org/5484_Lab_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%203/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%232.pdf" ,
 "JSON-LD" , "https://dbpedia.org/resource/JSON-LD" , "http://example.org/5484_Lab_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%203/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%232.pdf" ,
 "N-Triples" , "https://dbpedia.org/resource/N-Triples" , "http://example.org/5484_Lab_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%203/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%232.pdf" ,
 "RDF/XML" , "https://dbpedia.org/resource/XML" , "http://example.org/5484_Lab_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%203/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%232.pdf" ,
 "rdfs" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lab_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%203/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%232.pdf" ,
 "RDFS" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lab_3" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%204/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%233.pdf" ,
 "RDF Schema" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lab_3" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%204/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%233.pdf" ,
 "RDF schema" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lab_3" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%204/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%233.pdf" ,
 "FOAF" , "http://dbpedia.org/resource/FOAF_(ontology)" , "http://example.org/5484_Lab_3" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%204/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%233.pdf" ,
 "DBpedia" , "https://dbpedia.org/resource/DBpedia" , "http://example.org/5484_Lab_3" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%204/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%233.pdf" ,
 "Web Ontology Language" , "https://dbpedia.org/resource/Web_Ontology_Language" , "http://example.org/5484_Lab_3" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%204/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%233.pdf" ,
 "NextProt" , "https://dbpedia.org/resource/NeXtProt" , "http://example.org/5484_Lab_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%235.pdf" ,
 "Wikidata" , "https://dbpedia.org/resource/Wikidata" , "http://example.org/5484_Lab_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%235.pdf" ,
 "Google Assistant" , "https://dbpedia.org/resource/Google_Assistant" , "http://example.org/5484_Lab_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%235.pdf" ,
 "SPARQL" , "https://dbpedia.org/resource/SPARQL" , "http://example.org/5484_Lab_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%235.pdf" ,
 "Linked Open Data" , "https://dbpedia.org/resource/Linked_data" , "http://example.org/5484_Lab_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%235.pdf" ,
 "Paris Hilton" , "https://dbpedia.org/resource/Paris_Hilton" , "http://example.org/5484_Lab_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%235.pdf" ,
 "query string" , "https://dbpedia.org/resource/Query_string" , "http://example.org/5484_Lab_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%235.pdf" ,
 "DBpedia" , "https://dbpedia.org/resource/DBpedia" , "http://example.org/5484_Lab_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%235.pdf" ,
 "API key" , "https://dbpedia.org/resource/Application_programming_interface_key" , "http://example.org/5484_Lab_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%235.pdf" ,
 "rdfs" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lab_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%235.pdf" ,
 "chmod" , "https://dbpedia.org/resource/Chmod" , "http://example.org/5484_Lab_4" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%234.pdf" ,
 "SPARQL" , "https://dbpedia.org/resource/SPARQL" , "http://example.org/5484_Lab_4" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%234.pdf" ,
 "public knowledge" , "https://dbpedia.org/resource/Public_Knowledge" , "http://example.org/5484_Lab_4" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%234.pdf" ,
 "FOAF" , "http://dbpedia.org/resource/FOAF_(ontology)" , "http://example.org/5484_Lab_4" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%234.pdf" ,
 "Moodle" , "https://dbpedia.org/resource/Moodle" , "http://example.org/5484_Lab_4" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%234.pdf" ,
 "fuseki" , "https://dbpedia.org/resource/Fuseki" , "http://example.org/5484_Lab_4" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%234.pdf" ,
 "query language" , "https://dbpedia.org/resource/Query_language" , "http://example.org/5484_Lab_4" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%234.pdf" ,
 "DBpedia" , "https://dbpedia.org/resource/DBpedia" , "http://example.org/5484_Lab_4" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%234.pdf" ,
 "rdfs" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lab_4" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%234.pdf" ,
 "binary distribution" , "https://dbpedia.org/resource/Binary_distribution" , "http://example.org/5484_Lab_4" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Labs/Instructions/comp-474-2204-uu_%20lab%20session%20%234.pdf" ,
 "functional programming" , "https://dbpedia.org/resource/Functional_programming" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "Clang" , "https://dbpedia.org/resource/Clang" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "list comprehension" , "https://dbpedia.org/resource/List_comprehension" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "hash table" , "https://dbpedia.org/resource/Hash_table" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "Berkeley Bowl" , "https://dbpedia.org/resource/Berkeley_Bowl" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "1, 2, 3, 4" , "http://dbpedia.org/resource/1,_2,_3,_4_(Plain_White_T's_song)" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "static variable" , "https://dbpedia.org/resource/Static_variable" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "iter" , "https://dbpedia.org/resource/ITER" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "tidbits" , "https://dbpedia.org/resource/Tidbits" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "Safari books online" , "https://dbpedia.org/resource/Safari_Books_Online" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "data structure" , "https://dbpedia.org/resource/Data_structure" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "pineapple" , "https://dbpedia.org/resource/Pineapple" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "instance variable" , "https://dbpedia.org/resource/Instance_variable" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Instructions/comp-474-2204-uu_%20lab_%20introduction%20to%20python.pdf" ,
 "functional programming" , "https://dbpedia.org/resource/Functional_programming" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "NumPy" , "https://dbpedia.org/resource/NumPy" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "1, 2, 3, 4" , "http://dbpedia.org/resource/1,_2,_3,_4_(Plain_White_T's_song)" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "Guido van Rossum" , "https://dbpedia.org/resource/Guido_van_Rossum" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "Google Drive" , "https://dbpedia.org/resource/Google_Drive" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "custom class" , "https://dbpedia.org/resource/Business_class" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "rng" , "http://dbpedia.org/resource/Rng_(algebra)" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "readline" , "https://dbpedia.org/resource/GNU_Readline" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "adult." , "http://dbpedia.org/resource/Adult_(band)" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "imperative programming" , "https://dbpedia.org/resource/Imperative_programming" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "data structure" , "https://dbpedia.org/resource/Data_structure" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "Malcolm Reynolds" , "https://dbpedia.org/resource/Malcolm_Reynolds" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "Stack Overflow" , "https://dbpedia.org/resource/Stack_Overflow" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "Applied Artificial Intelligence" , "https://dbpedia.org/resource/Applied_Artificial_Intelligence" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
 "command-line interface" , "https://dbpedia.org/resource/Command-line_interface" , "http://example.org/5484_Lab_1" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Labs/Slides/py_tut.pdf" ,
