 "topic_name" , "topic_uri" , "event_uri" , "content_uri" ,
 "Boolean model" , "http://dbpedia.org/resource/Boolean_model_(probability_theory)" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "Anthony Julius" , "https://dbpedia.org/resource/Anthony_Julius" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "Alag" , "https://dbpedia.org/resource/Alag" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "cosine similarity" , "https://dbpedia.org/resource/Cosine_similarity" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "Doug Turnbull" , "https://dbpedia.org/resource/Doug_Turnbull" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "recommender system" , "https://dbpedia.org/resource/Recommender_system" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "Prabhakar Raghavan" , "https://dbpedia.org/resource/Prabhakar_Raghavan" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "FOAF" , "http://dbpedia.org/resource/FOAF_(ontology)" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "Open knowledge" , "https://dbpedia.org/resource/Open_knowledge" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "vector space model" , "https://dbpedia.org/resource/Vector_space_model" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "Likert-scale" , "https://dbpedia.org/resource/Likert_scale" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "tf-idf" , "https://dbpedia.org/resource/Tf�idf" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "Netflix Prize" , "https://dbpedia.org/resource/Netflix_Prize" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "Sch�tze" , "https://dbpedia.org/resource/Sch�tze" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "Netflix" , "https://dbpedia.org/resource/Netflix" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "Cosine similarity" , "https://dbpedia.org/resource/Cosine_similarity" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "inverse document frequency" , "https://dbpedia.org/resource/Tf�idf" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "dot product" , "https://dbpedia.org/resource/Dot_product" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Slides/slides06.pdf" ,
 "cosine similarity" , "https://dbpedia.org/resource/Cosine_similarity" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Worksheets/worksheet05.pdf" ,
 "dot product" , "https://dbpedia.org/resource/Dot_product" , "http://example.org/5484_Lec_6" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%206/Lectures/Worksheets/worksheet05.pdf" ,
 "Wikidata" , "https://dbpedia.org/resource/Wikidata" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Worksheets/worksheet04.pdf" ,
 "OpenCalais" , "http://dbpedia.org/resource/Calais_(Reuters_product)" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Worksheets/worksheet04.pdf" ,
 "SPARQL" , "https://dbpedia.org/resource/SPARQL" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Worksheets/worksheet04.pdf" ,
 "DBpedia Spotlight" , "https://dbpedia.org/resource/DBpedia" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Worksheets/worksheet04.pdf" ,
 "Paris Hilton" , "https://dbpedia.org/resource/Paris_Hilton" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Worksheets/worksheet04.pdf" ,
 "Miyuri Samarasinghe" , "https://dbpedia.org/resource/Miyuri_Samarasinghe" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Worksheets/worksheet04.pdf" ,
 "DBpedia" , "https://dbpedia.org/resource/DBpedia" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Worksheets/worksheet04.pdf" ,
 "RDFa" , "https://dbpedia.org/resource/RDFa" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Worksheets/worksheet04.pdf" ,
 "BabelNet" , "https://dbpedia.org/resource/BabelNet" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "The Glass Palace" , "https://dbpedia.org/resource/The_Glass_Palace" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Manning Publications" , "https://dbpedia.org/resource/Manning_Publications" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Open Graph Protocol" , "https://dbpedia.org/resource/Facebook_Platform" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Metaweb" , "https://dbpedia.org/resource/Metaweb" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Wikidata" , "https://dbpedia.org/resource/Wikidata" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Freebase" , "https://dbpedia.org/resource/Freebase" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Arity" , "https://dbpedia.org/resource/Arity" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Design Issues" , "https://dbpedia.org/resource/Design_Issues" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "World Wide Web Consortium (W3C)" , "https://dbpedia.org/resource/World_Wide_Web_Consortium" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Hellmann" , "https://dbpedia.org/resource/Gustav_Hellmann" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Entity Linking" , "https://dbpedia.org/resource/Entity_linking" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "SHACL" , "https://dbpedia.org/resource/SHACL" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Springer International Publishing" , "https://dbpedia.org/resource/Springer_Nature" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Linked Data" , "https://dbpedia.org/resource/Linked_data" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "MusicBrainz" , "https://dbpedia.org/resource/MusicBrainz" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Data integration" , "https://dbpedia.org/resource/Data_integration" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "SPARQL" , "https://dbpedia.org/resource/SPARQL" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "public knowledge" , "https://dbpedia.org/resource/Public_Knowledge" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Knowledge Graph" , "https://dbpedia.org/resource/Knowledge_Graph" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Dieter Fensel" , "https://dbpedia.org/resource/Dieter_Fensel" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "DBpedia Spotlight" , "https://dbpedia.org/resource/DBpedia" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "statistical model" , "https://dbpedia.org/resource/Statistical_model" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Data Publishing" , "https://dbpedia.org/resource/Data_publishing" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Linked Open Data" , "https://dbpedia.org/resource/Linked_data" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "data structure" , "https://dbpedia.org/resource/Data_structure" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "E�tv�s Lor�nd University" , "https://dbpedia.org/resource/E�tv�s_Lor�nd_University" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "DBpedia" , "https://dbpedia.org/resource/DBpedia" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Tim Berners-Lee" , "https://dbpedia.org/resource/Tim_Berners-Lee" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "rdfs" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "RDFa" , "https://dbpedia.org/resource/RDFa" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "Semantic Web" , "https://dbpedia.org/resource/Semantic_Web" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "O'Reilly Media" , "http://dbpedia.org/resource/O'Reilly_Media" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "shacl" , "https://dbpedia.org/resource/SHACL" , "http://example.org/5484_Lec_5" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%205/Lectures/Slides/slides05.pdf" ,
 "miroirs" , "https://dbpedia.org/resource/Miroirs" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "string literal" , "https://dbpedia.org/resource/String_literal" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "RDFS" , "https://dbpedia.org/resource/RDF_Schema" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "YAGO" , "http://dbpedia.org/resource/YAGO_(database)" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "The Glass Palace" , "https://dbpedia.org/resource/The_Glass_Palace" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Semantic Networks" , "https://dbpedia.org/resource/Semantic_network" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Neo4J" , "https://dbpedia.org/resource/Neo4j" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Wikidata" , "https://dbpedia.org/resource/Wikidata" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Rumelhart" , "https://dbpedia.org/resource/David_Rumelhart" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "World Wide Web Consortium (W3C)" , "https://dbpedia.org/resource/World_Wide_Web_Consortium" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Google Assistant" , "https://dbpedia.org/resource/Google_Assistant" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Machine learning" , "https://dbpedia.org/resource/Machine_learning" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "World Wide Web Consortium" , "https://dbpedia.org/resource/World_Wide_Web_Consortium" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "skolemization" , "https://dbpedia.org/resource/Skolem_normal_form" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "L�onard de Vinci" , "https://dbpedia.org/resource/Leonardo_da_Vinci" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "SHRDLU" , "https://dbpedia.org/resource/SHRDLU" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "SPARQL" , "https://dbpedia.org/resource/SPARQL" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "JSON-LD" , "https://dbpedia.org/resource/JSON-LD" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Knowledge Graph" , "https://dbpedia.org/resource/Knowledge_Graph" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "FOAF" , "http://dbpedia.org/resource/FOAF_(ontology)" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "AI Winter" , "https://dbpedia.org/resource/AI_winter" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "N-Triples" , "https://dbpedia.org/resource/N-Triples" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "DBPedia" , "https://dbpedia.org/resource/DBpedia" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "TBox" , "https://dbpedia.org/resource/Tbox" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Harper Collins" , "https://dbpedia.org/resource/HarperCollins" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Diffbot" , "https://dbpedia.org/resource/Diffbot" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Peter Norvig" , "https://dbpedia.org/resource/Peter_Norvig" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Prentice Hall" , "https://dbpedia.org/resource/Prentice_Hall" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "le titre" , "https://dbpedia.org/resource/Le_Titre" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "DeepDive" , "https://dbpedia.org/resource/Transformers" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Alfred Lennon" , "https://dbpedia.org/resource/Alfred_Lennon" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "WordNet" , "https://dbpedia.org/resource/WordNet" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "RDF/XML" , "https://dbpedia.org/resource/XML" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Oracle Spatial" , "https://dbpedia.org/resource/Oracle_Spatial_and_Graph" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Description Logic" , "https://dbpedia.org/resource/Description_logic" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "DBpedia" , "https://dbpedia.org/resource/DBpedia" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "GeoNames" , "https://dbpedia.org/resource/GeoNames" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Cyc" , "https://dbpedia.org/resource/Cyc" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
 "Knowledge Navigator" , "https://dbpedia.org/resource/Knowledge_Navigator" , "http://example.org/5484_Lec_2" , "file:///C:/Users/Angel%20Chung/Documents/Notes/COMP474/Project/COMP474-Chatbot/universities/Concordia%20University/COMP474/Week%202/Lectures/Slides/slides02.pdf" ,
