,Course ID,Subject,Catalog,Long Title,Component Code,Description
1787,5260,COMM,223,Marketing Management I,LEC,
1788,5262,COMM,225,Production and Operations Management,LEC,
1789,5263,COMM,226,Business Technology Management,LEC,
1790,5276,COMM,305,Managerial Accounting,LEC,
1791,5281,COMM,308,Introduction to Finance,LEC,
1792,5284,COMM,315,Business Law and Ethics,LEC,
1793,5285,COMM,320,Entrepreneurship,LEC,
1794,5286,COMM,401,Strategy and Competition,LEC,
1795,5312,COMM,610,Basic Quantitative Skills for Administration,LEC,
1796,46577,COMM,299,SEMINAR COURSE,LEC,
1797,46578,COMM,499,SEMINAR COURSE,LEC,
1798,48423,COMM,205,BUSINESS COMMUNICATION,LEC,
1799,5326,COMP,201,Introduction to Computing,LEC,
1801,5337,COMP,218,Fundamentals of Programming,LEC,
1803,5350,COMP,228,System Hardware,LEC,
1804,5350,COMP,228,System Hardware,LEC,
1807,5353,COMP,232,Mathematics for Computer Science,LEC,
1809,5354,COMP,233,Probability and Statistics for Computer Science,LEC,
1812,5363,COMP,248,Object-Oriented Programming I,LEC,
1816,5364,COMP,249,Object-Oriented Programming II,LEC,
1817,5364,COMP,249,Object-Oriented Programming II,LEC,
1820,5391,COMP,326,Computer Architecture,LEC,
1822,5394,COMP,335,Introduction to Theoretical Computer Science,LEC,
1825,5398,COMP,339,COMBINATORICS,LEC,
1828,5405,COMP,345,"ADVANCED PROGRAM DESIGN, C++",LEC,
1830,5406,COMP,346,Operating Systems,LEC,
1833,5407,COMP,348,Principles of Programming Languages,LEC,
1835,5409,COMP,352,Data Structures and Algorithms,LEC,
1838,5410,COMP,353,Databases,LEC,
1841,5411,COMP,354,Introduction to Software Engineering,LEC,
1843,5412,COMP,361,Elementary Numerical Methods,LEC,
1845,5414,COMP,367,Techniques in Symbolic Computation,LEC,
1847,5415,COMP,371,Computer Graphics,LEC,
1849,5416,COMP,376,Introduction to Game Development,LEC,
1851,5446,COMP,426,Multicore Programming,LEC,
1852,5447,COMP,427,ADV TOPICS MICROPROC SYSTEMS,LEC,
1854,5449,COMP,428,Parallel Programming,LEC,
1857,5461,COMP,442,Compiler Design,LEC,
1859,5464,COMP,445,Data Communication and Computer Networks,LEC,
1860,5477,COMP,465,Design and Analysis of Algorithms,LEC,
1863,5482,COMP,472,Artificial Intelligence,LEC,
1865,5483,COMP,473,Pattern Recognition,LEC,
1867,5484,COMP,474,Intelligent Systems,LEC,
1869,5485,COMP,476,Advanced Game Development,LEC,
1871,5486,COMP,477,Animation for Computer Games,LEC,
1873,5487,COMP,478,Image Processing,LEC,
1875,5488,COMP,479,Information Retrieval and Web Search,LEC,
1876,5491,COMP,490,Computer Science Project I,LEC,
1877,5492,COMP,492,Computer Science Project II,LEC,
1878,5493,COMP,495,Honours Seminar,LEC,
1880,5500,COMP,5201,COMP. ORGANIZ N+ASSEMB.LANG.,LEC,
1882,5520,COMP,5361,DISCRETE STR.+FORMAL LANG.,LEC,
1885,5522,COMP,5421,ADVANCED PROGRAMMING,LEC,
1887,5526,COMP,5461,OPERATING SYSTEMS,LEC,
1889,5527,COMP,5481,PROGRAM G + PROBLEM SOLVING,LEC,
1892,5530,COMP,5511,PRINCIPLES/DATA STRUCTURES,LEC,
1894,5534,COMP,5531,FILES AND DATABASES,LEC,
1896,5536,COMP,5541,TOOLS+TECHNIQUES / SW ENGR.,LEC,
1898,5567,COMP,6231,DISTRIBUTED SYSTEM DESIGN,LEC,
1900,5570,COMP,6281,PARALLEL PROGRAMMING,LEC,
1903,5572,COMP,6321,MACHINE LEARNING,LEC,
1904,5575,COMP,6351,SCIENTIFIC COMPUTATION,LEC,
1905,5577,COMP,6361,NUMERIC ANALY/NONLINEAR EQUA,LEC,
1906,5579,COMP,6411,COMPARAT.STUDY/PROGRAM.LANG.,LEC,
1908,5585,COMP,6461,COMPUTER NETWORKS + PROTOCOL,LEC,
1910,5589,COMP,6481,Program and Problem Solving,LEC,
1913,5592,COMP,6521,ADV.DATABASE TECH. AND APPL.,LEC,
1914,5593,COMP,6531,FOUNDATIONS/SEMANTIC WEB,LEC,
1916,5598,COMP,6591,INTRO/KNOWLEDGE-BASE SYSTEMS,LEC,
1919,5605,COMP,6651,ALGORITHM DESIGN TECHNIQUES,LEC,
1920,5607,COMP,6661,COMBINATORIAL ALGORITHMS,LEC,
1921,5615,COMP,6751,NATURAL LANGUAGE ANALYSIS,LEC,
1923,5617,COMP,6761,ADVANCED COMPUTER GRAPHICS,LEC,
1926,5619,COMP,6771,Image Processing,LEC,
1927,5620,COMP,6781,COMP 6781 Statistical Natural Language Processing,LEC,
1929,5621,COMP,6791,INFO. RETRIEVAL & WEB SEARCH,LEC,
1930,5622,COMP,6811,BIOINFORMATICS ALGORITHMS,LEC,
1932,5625,COMP,690,COMP.ANAL.NATURAL LANG.TEST,LEC,
1934,5661,COMP,7241,PARALLEL ALGORITHMS+ARCHIT E,LEC,
1935,5678,COMP,7531,DB SYSTEMS PRINCIPLES,LEC,
1938,5702,COMP,7781,ADV IMAGE PROC,LEC,
1939,5703,COMP,790,TOPICS/COMPUTER SCIENCE II,LEC,
1940,5720,COMP,791,TOPICS IN COMP. SCIENCE II,LEC,
1941,5724,COMP,792,MASTER S RESEARCH AND THESIS,LEC,
1942,5731,COMP,890,DOCTORAL RESEARCH AND THESIS,LEC,
1943,40329,COMP,108,Computer Science Industrial Experience Reflective Learning I,LEC,
1944,40331,COMP,208,Computer Science Industrial Experience Reflective Learning II,LEC,
1945,40332,COMP,5261,COMPUTER ARCHITECTURE,LEC,
1947,40335,COMP,5611,ELEMENTARY NUMERICAL METHODS,LEC,
1950,40344,COMP,6311,ANIMATION FOR COMPUTER GAMES,LEC,
1952,40345,COMP,6421,COMPILER DESIGN,LEC,
1954,40353,COMP,6721,APPLIED ARTIFICIAL INTELLIGENCE,LEC,
1956,40354,COMP,6731,PATTERN RECOGNITION,LEC,
1958,40355,COMP,6741,INTELLIGENT SYSTEMS,LEC,
1959,40356,COMP,7921,MASTER S RESEARCH AND THESIS,LEC,
1960,40357,COMP,7941,MASTER S RESEARCH AND THESIS,LEC,
1961,40358,COMP,8901,DOCTORAL RESEARCH AND THESIS,LEC,
1963,45940,COMP,475,Immersive Technologies,LEC,
1964,46579,COMP,498,TOPICS IN COMPUTER SCIENCE,LEC,
1966,46580,COMP,691,TOPICS/COMPUTER SCIENCE,LEC,
1968,46581,COMP,729,SELECT TOP-DIGITAL SYSTEMS,LEC,
1969,46582,COMP,739,SEL TOP-THEORETICAL COMP SCI,LEC,
1970,46583,COMP,749,SELECTED TOPICS IN SOFTWARE,LEC,
1971,46584,COMP,759,SEL TOPICS-INFORMATION MANA,LEC,
1972,46585,COMP,769,SEL TOP - NUMERICAL COMPUTAT,LEC,
1973,46586,COMP,779,SEL TOPICS-COMP APPLICATIONS,LEC,
1975,47980,COMP,6331,ADVANCED GAME DEVELOPMENT,LEC,
1976,48285,COMP,6971,Project and Report,LEC,
1977,48454,COMP,6971,PROJECT AND REPORT,LEC,
1979,48956,COMP,499,TOPICS IN COMPUTER SCIENCE,LEC,
1983,49309,COMP,6341,COMPUTER VISION,LEC,
1985,49310,COMP,425,COMPUTER VISION,LEC,
1986,49700,COMP,333,Data Analytics,LEC,
1988,49701,COMP,432,Machine Learning,LEC,
1989,49712,COMP,6381,Digital Geometric Modelling,LEC,
1990,50123,COMP,6371,IMMERSIVE TECHNOLOGIES,LEC,
1991,5891,COMS,210,Media Criticism,LEC,
1992,5891,COMS,210,Media Criticism,LEC,
1995,5892,COMS,220,History of Communication and Media,LEC,
1999,5895,COMS,240,Communication Theory,LEC,
2002,5898,COMS,274,Communication Media: Intermedia I,LEC,
2004,5900,COMS,276,Communication Media: Sound I,LEC,
2006,5904,COMS,284,Communication Media:  Moving Images I,LEC,
2007,5928,COMS,305,Media Criticism,LEC,
2009,5931,COMS,308,Selected Topics in Video,LEC,
2010,5932,COMS,309,Studies in Documentary,LEC,
2011,5933,COMS,310,Media Genres,LEC,
2012,5939,COMS,319,Media Literacy,LEC,
2013,5944,COMS,324,Communication Analysis of Environment,LEC,
2015,5950,COMS,352,Media Policy in Canada,LEC,
2016,5951,COMS,354,Youth and Media,LEC,
2017,5952,COMS,355,Media and New Technology,LEC,
2018,5954,COMS,357,Media and Critical Theory,LEC,
2019,5955,COMS,360,Mass Media,LEC,
2020,5956,COMS,361,Propaganda,LEC,
2021,5956,COMS,361,Propaganda,LEC,
2022,5959,COMS,365,History of Sound Recording,LEC,
2023,5961,COMS,367,Media and Cultural Context,LEC,
2024,5962,COMS,368,Media and Gender,LEC,
2025,5963,COMS,369,Visual Communication and Culture,LEC,
2026,5964,COMS,370,Advertising and the Consumer Culture,LEC,
2027,5965,COMS,371,Public Relations: Principles and Problems,LEC,
2028,5966,COMS,372,Theories of Public Discourse,LEC,
2029,5967,COMS,373,Topics in Media and Cultural History,LEC,
2031,5968,COMS,374,Communication Media: Intermedia II,LEC,
2033,5970,COMS,376,Communication Media: Sound II,LEC,
2035,5975,COMS,383,Communication Media: Film II,LEC,
2037,5976,COMS,385,Communication Media: Video II,LEC,
2049,6007,COMS,420,RECEPTION STUDIES,LEC,
2050,6008,COMS,421,COMMUNICATIVE PERFORMANCES AND INTERVENTIONS,LEC,
2069,6042,COMS,474,Communication Media: Intermedia III,LEC,
2072,6043,COMS,475,Communication Media:  Intermedia III,LEC,
2073,6043,COMS,475,Communication Media:  Intermedia III,LEC,
2075,6044,COMS,476,Communication Media: Sound III,LEC,
2077,6047,COMS,483,Communication Media: Film III,LEC,
2079,6048,COMS,485,Communication Media: Video III,LEC,
2081,6051,COMS,493,Communication Media: Advanced Topics,LEC,
2083,6077,COMS,505,INTRO TO COMM THEORY/HISTORY,LEC,
2086,6080,COMS,511,SEL. TOPICS IN CDN. CINEMAS,LEC,
2096,6096,COMS,530,SEL TOPICS/COMM STUDIES,LEC,
2102,6108,COMS,544,RECEPTION STUDIES,LEC,
2106,6112,COMS,548,Media policy in canada,LEC,
2107,6122,COMS,560,SELECTED TOPICS IN COMS,LEC,
2108,6123,COMS,561,COMMUNICATIVE PERFORMANCES AND INTERVENTIONS,LEC,
2112,6131,COMS,569,MEDIA PROD.:MOVING IMAGES,LEC,
2115,6138,COMS,580,SEL. TOPICS IN COMM. STUDIES,LEC,
2129,6174,COMS,642,Selected Topics in Media Studies,LEC,
2130,6174,COMS,642,Selected Topics in Media Studies,LEC,
2133,6204,COMS,652,CANADIAN DOCUMENTARY FILM,LEC,
2138,6213,COMS,672,SPEC TOP/MEDIA STUDIES,LEC,
2141,6227,COMS,695,THESIS,LEC,
2143,6229,COMS,695B,THESIS,LEC,
2147,6232,COMS,800,INTEGRATIVE SEMINAR,LEC,
2149,6241,COMS,808,SOC/CLTRL ASP INFO/COMM TECH,LEC,
2150,6246,COMS,809,SOC/CLTRL DSCRS/MED MESSAGES,LEC,
2151,6251,COMS,822,ADV SEM/RESEARCH METHODS I,LEC,
2152,6252,COMS,823,ADV SEM IN RSRCH METHODS II,LEC,
2153,6256,COMS,828,SPEC TOP/ORGANIZATIONAL COMM,LEC,
2154,6262,COMS,830,DOCTORAL PRO-SEMINAR,LEC,
2155,6263,COMS,830A,DOCTORAL PRO-SEMINAR,LEC,
2157,6264,COMS,830B,DOCTORAL PRO-SEMINAR,LEC,
2158,6266,COMS,841,CULTURAL INDUSTRIES,LEC,
2160,6273,COMS,853,DISCOURSE & REPRESENTATION,LEC,
2161,6274,COMS,854,Discourse Within Social Formation,LEC,
2163,6283,COMS,873,IDENTITIES/CULTURAL EXCHANGE,LEC,
2164,6284,COMS,874,MEDIA GLOBAL.& CULTURAL DVLP,LEC,
2165,6286,COMS,876,MEDIA TECHNOLOGY AS PRACTICE,LEC,
2166,6287,COMS,877,INT L COMMUNICATION/DVLPMNT,LEC,
2167,6288,COMS,878,"Communication, Conflict and Peace",LEC,
2168,6289,COMS,879,HUMAN-COMPUTER INTERACTIONS,LEC,
2169,6290,COMS,880,COMMUNICATION NTWRKS/ORGNZTN,LEC,
2170,6291,COMS,882,"CUMMUNIC N,DEMOCRACY & POWER",LEC,
2171,6292,COMS,883,HIST/HISTORIOG Y/MEDIA/CLTRE,LEC,
2172,6293,COMS,884,CLTRL THRY/COMMUNIC N STUD S,LEC,
2174,6295,COMS,886,ALTERNATIVE MEDIA,LEC,
2175,6296,COMS,887,STRATEGIES/STYLES/COMMUN N,LEC,
2176,6297,COMS,888,DISCOURSE OF THE BODY,LEC,
2177,6298,COMS,889,Theories of Organizational Communication,LEC,
2179,6300,COMS,891,COMMUNIC'N TECH & SOCIETY,LEC,
2180,6302,COMS,893,ADV/SEM SPEC/TOPICS PHD COMS,LEC,
2181,6325,COMS,895A,DOCTORAL RESEARCH & THESIS,LEC,
2182,6326,COMS,895B,DOCTORAL THESIS RESEARCH,LEC,
2190,40410,COMS,583A,INTRNSHP/COMMUNIC S STUDIES,LEC,
2191,40422,COMS,694,THESIS/RES CREAT. PROJ. PROP,LEC,
2192,40423,COMS,805A,RESEARCH WORKSHOP,LEC,
2193,40424,COMS,805B,RESEARCH WORKSHOP,LEC,
2194,40425,COMS,805C,RESEARCH WORKSHOP,LEC,
2197,45268,COMS,301,Selected Topics in National Cinemas,LEC,
2198,45269,COMS,302,FILM GENRES,LEC,
2199,45271,COMS,304,SEL. TOP. IN FILM STUDIES,LEC,
2200,46587,COMS,298,SELECTED TOPICS IN COMS,LEC,
2201,46588,COMS,300,SELECT TOPICS-COMMUN STUDIES,LEC,
2202,46589,COMS,303,SEL. TOPICS IN CDN. CINEMAS,LEC,
2203,46590,COMS,398,Selected Topics in Communication Studies,LEC,
2204,46591,COMS,399,SELECTED TOPICS IN COMS,LEC,
2206,46592,COMS,440,ADV TOPICS-COMMUN STUDIES,LEC,
2207,46593,COMS,441,ADV TOPICS-COMMUN STUDIES,LEC,
2208,46594,COMS,442,ADV TOPICS-COMMUN STUDIES,LEC,
2209,46595,COMS,443,ADV TOPICS-COMMUN STUDIES,LEC,
2210,46596,COMS,447,SELECTED TOPICS IN COMS,LEC,
2211,46597,COMS,448,SELECTED TOPICS IN COMS,LEC,
2212,46598,COMS,449,SELECTED TOPICS IN COMS,LEC,
2213,46599,COMS,450,ADV TOPICS-BROADCAST JOURNAL,LEC,
2215,46601,COMS,499,ADVANCED TOPICS IN COMS,LEC,
2216,46602,COMS,534,ADV. TOP. IN FILM STUDIES,LEC,
2218,46604,COMS,829,SPEC TOP/INT L COMMUNIC/DEV,LEC,
2222,48765,COMS,205,Effective Communication Skills,LEC,
2224,48766,COMS,333,"Games, Media and Culture",LEC,
2228,48769,COMS,491,Communication  Media:  Portfolio,LEC,
2231,48770,COMS,484,Communication Media:  Moving Images III,LEC,
2232,48770,COMS,484,Communication Media:  Moving Images III,LEC,
2235,48771,COMS,384,Communication Media:  Moving Images II,LEC,
2236,48771,COMS,384,Communication Media:  Moving Images II,LEC,
2239,48772,COMS,477,Communication Media:  Sound III,LEC,
2240,48772,COMS,477,Communication Media:  Sound III,LEC,
2242,5955,COMZ,360,Mass Media,LEC,
2243,46605,CPTP,598,SPECIAL TOPICS IN CPTP,LEC,
2279,6557,DANC,211,Dance Traditions,LEC,
2280,6562,DANC,250,Aspects of Production for Dance,LEC,
2281,6563,DANC,260,Sound and Silence for the Dancer,LEC,
2294,46606,DANC,331,TOPICS IN DANCE I,LEC,
2295,46607,DANC,332,TOPICS IN DANCE II,LEC,
2297,46609,DANC,450,TOPICS IN DANCE,LEC,
2300,6626,DART,261,INTRODUCT. TO DESIGN STUDIES,LEC,
2302,6627,DART,262,EXPLORING DESIGN STUDIES,LEC,
2330,6681,DART,491,Discursive Design Research I,LEC,
2331,6682,DART,492,Discursive Design Research II,LEC,
2332,6692,DART,500,INDIVIDUAL RESEARCH PROJECT,LEC,
2334,6695,DART,503,THEORIES OF INTERACTIVITY,LEC,
2338,46611,DART,298,SPECIAL TOPICS IN DESIGN ART,LEC,
2353,47940,DART,690,Master's Research and Thesis,LEC,
2365,6792,DESC,511,MANAGEMENT INFO SYSTEMS,LEC,
2366,6798,DESC,595,SPECIAL TOPICS IN DESC & MIS,LEC,
2367,6813,DESC,660,PROJECT MANAGEMENT,LEC,
2368,6818,DESC,695,SEMINAR/SPECIAL TOPIC,LEC,
2369,37672,DESC,677,BUSINESS FORECASTING,LEC,
2370,46614,DESC,490,SPECIAL TOPICS,LEC,
2371,46615,DESI,410,MAJOR PROJECT,LEC,
2372,46616,DFAR,355,TOPICS IN KINETIC IMAGERY,LEC,
2373,46617,DFAR,398,SPECIAL TOPICS IN DFAR,LEC,
2374,46618,DFAR,454,TOPICS IN MULTIMEDIA THEORY,LEC,
2375,46619,DFAR,460,BENDING BITS:ADVANCED TOPICS,LEC,
2376,46620,DFAR,498,TOPICS DIGITAL IMAGE/SOUND,LEC,
2380,6907,DFTT,305,Independent Study I,LEC,
2382,6908,DFTT,311,Lighting Design,LEC,
2390,6914,DFTT,335,Set Design Realization,LEC,
2393,6916,DFTT,337,Scene Painting Realization,LEC,
2400,46622,DFTT,398,SPECIAL TOPICS IN DFTT,LEC,
2413,47702,DFTT,405,Independent Study II,LEC,
2417,47706,DFTT,408,Supervised Internship I,LEC,
2418,47706,DFTT,408,Supervised Internship I,LEC,
2419,47707,DFTT,409,Supervised Internship II,LEC,
2420,46624,DINE,421,SPEC TOPICS-DRAMA IN EDUC I,LEC,
2421,46625,DINE,422,SPEC TOP IN DRAMA IN EDUC II,LEC,
2422,46626,DINE,498,SPECIAL TOPICS IN DINE,LEC,
2441,7054,DTHY,301,An Introduction to Drama Therapy,LEC,
2442,7055,DTHY,600,READINGS IN DRAMA THERAPY,LEC,
2444,7057,DTHY,604,GROUP/FAMILY DRAMA THERAPY,LEC,
2449,7063,DTHY,643,SOCIODRAMA AND PSYCHODRAMA,LEC,
2450,7064,DTHY,644,"DTHY METHODS, PROC.,ASSESS.",LEC,
2451,7065,DTHY,645,METHODS/PROC./ASSESSMENT II,LEC,
2452,7066,DTHY,693,RESEARCH IN DRAMA THERAPY,LEC,
2453,46629,EAMT,298,TOPICS IN ELECTROACOUSTICS,LEC,
2454,46630,EAMT,398,TOPICS IN ELECTROACOUSTICS,LEC,
2455,46631,EAMT,399,TOPICS IN ELECTROACOUSTICS,LEC,
2456,46632,EAMT,498,TOPICS IN ELECTROACOUSTICS,LEC,
2457,46633,EART,399,SPECIAL TOPICS IN EART,LEC,
2459,7106,EAST,203,Digital Audio Editing,LEC,
2461,7108,EAST,205,Electroacoustics I,LEC,
2463,7109,EAST,211,Theory/MIDIstration I,LEC,
2465,7111,EAST,251,Introduction to Recording I,LEC,
2466,7112,EAST,252,Introduction to Recording II,LEC,
2468,7114,EAST,305,Electroacoustics II,LEC,
2470,7115,EAST,310,Theory/MIDIstration II,LEC,
2474,7121,EAST,406,Electroacoustic Composition Seminar/Workshop I,LEC,
2475,7122,EAST,407,Electroacoustic Composition Seminar/Workshop II,LEC,
2479,7126,EAST,471,Independent Study I,LEC,
2480,7127,EAST,472,Independent Study II,LEC,
2481,40478,EAST,361,Current Sound Practice Seminar,LEC,
2482,40479,EAST,365,Multi?channel Composition: Sound and Spaces,LEC,
2483,40480,EAST,461,Capstone Project Seminar I,LEC,
2484,40481,EAST,462,Capstone Project Seminar II,LEC,
2485,46634,EAST,398,Topics in Electroacoustics,LEC,
2492,49726,EAST,399,Topics in Electroacoustics,LEC,
2493,49727,EAST,498,Topics in Electroacoustics,LEC,
2494,49728,EAST,499,Topics in Electroacoustics,LEC,
2495,49732,EAST,331,Sound Art Practices,LEC,
2496,7155,ECON,200,Economics and Social Issues,LEC,
2497,7158,ECON,201,Introduction to Microeconomics,LEC,
2498,7160,ECON,203,Introduction to Macroeconomics,LEC,
2499,7168,ECON,221,Statistical Methods I,LEC,
2500,7170,ECON,222,Statistical Methods II,LEC,
2501,7174,ECON,251,Economic History Prior to the Industrial Revolution,LEC,
2502,7175,ECON,252,Economic History After the Industrial Revolution,LEC,
2503,7184,ECON,301,Intermediate Microeconomic Theory I,LEC,
2505,7185,ECON,302,Intermediate Microeconomic Theory II,LEC,
2507,7188,ECON,303,Intermediate Macroeconomic Theory I,LEC,
2509,7190,ECON,304,Intermediate Macroeconomic Theory II,LEC,
2511,7202,ECON,311,Economic Development,LEC,
2512,7210,ECON,318,Canadian Economic Policy and Institutions,LEC,
2513,7211,ECON,319,International Economic Policy and Institutions,LEC,
2514,7215,ECON,324,Economic Data Analysis,LEC,
2515,7216,ECON,325,Mathematics for Economists I,LEC,
2517,7217,ECON,326,Mathematics for Economists II,LEC,
2519,7218,ECON,331,Money and Banking,LEC,
2520,7222,ECON,337,Public Sector Economics,LEC,
2521,7228,ECON,361,Industrial Organization,LEC,
2522,7233,ECON,377,The Asia-Pacific Rim Economies,LEC,
2523,7234,ECON,379,The Irish Economy and the European Union,LEC,
2524,7235,ECON,381,Introduction to Labour Economics,LEC,
2525,7238,ECON,391,Economics of the Environment,LEC,
2526,7250,ECON,401,Advanced Microeconomic Theory,LEC,
2528,7252,ECON,403,Advanced Macroeconomic Theory,LEC,
2530,7265,ECON,413,Economic Growth and Fluctuations,LEC,
2531,7266,ECON,414,Economic Development: Policy Analysis,LEC,
2532,7268,ECON,421,Econometrics I,LEC,
2534,7269,ECON,422,Econometrics II,LEC,
2535,7270,ECON,423,Applied Econometrics,LEC,
2536,7272,ECON,425,Mathematics for Advanced Study in Economics,LEC,
2538,7277,ECON,432,Monetary Theory,LEC,
2539,7278,ECON,433,Financial Economics,LEC,
2540,7278,ECON,433,Financial Economics,LEC,
2541,7281,ECON,436,The Economics of Taxation,LEC,
2542,7286,ECON,442,International Economics: Trade Theory,LEC,
2543,7287,ECON,443,International Economics: Finance,LEC,
2544,7297,ECON,461,Industrial Organization,LEC,
2545,7300,ECON,463,Economics of Regulation,LEC,
2546,7301,ECON,464,"Game Theory, Information, and Economic Modelling",LEC,
2547,7302,ECON,465,The Economics of Professional Sport,LEC,
2548,7302,ECON,465,The Economics of Professional Sport,LEC,
2549,7306,ECON,481,Labour Economics,LEC,
2550,7308,ECON,483,"Employment, Earnings and Labour Market Policies",LEC,
2551,7310,ECON,485,Health Economics,LEC,
2552,7311,ECON,491,Environmental Economics,LEC,
2553,7312,ECON,493,Regional Economics,LEC,
2554,7313,ECON,495,ADVANCED TOPICS IN ECONOMICS,LEC,
2555,7314,ECON,496,Natural Resource Economics,LEC,
2556,7314,ECON,496,Natural Resource Economics,LEC,
2557,7315,ECON,497,Income Distribution and Economic Inequality,LEC,
2558,7335,ECON,525,MATH FOR ADVANCED STUDY-ECON,LEC,
2561,7352,ECON,612,Microeconomics I,LEC,
2563,7353,ECON,613,Microeconomics II,LEC,
2565,7354,ECON,614,Game Theory,LEC,
2567,7355,ECON,615,Macroeconomics I,LEC,
2568,7356,ECON,616,MACROECONOMICS II,LEC,
2569,7358,ECON,618,MONETARY ECONOMICS,LEC,
2570,7360,ECON,623,GROWTH AND DEVELOPMENT,LEC,
2571,7361,ECON,624,TOPICS/ECONOMIC DEVELOPMENT,LEC,
2572,7370,ECON,642,FINANCIAL ECONOMICS I,LEC,
2573,7371,ECON,643,Financial Economics II,LEC,
2574,7379,ECON,658,ENVIRONMENTAL ECONOMICS,LEC,
2575,7380,ECON,659,ECONOMICS FOR ENVRNMNTLSTS,LEC,
2576,7382,ECON,662,International Finance,LEC,
2577,7394,ECON,673,INDUSTRIAL ORGANIZATION,LEC,
2578,7397,ECON,677,LABOUR ECONOMICS I,LEC,
2579,7398,ECON,678,Labour Economics II,LEC,
2581,7399,ECON,680,ECONOMETRIC THEORY I,LEC,
2583,7400,ECON,681,ECONOMETRIC THEORY II,LEC,
2584,7402,ECON,682,APPLIED ECONOMET:TIME-SERIES,LEC,
2585,7403,ECON,683,Applied Econometrics:  Microeconometrics,LEC,
2586,7423,ECON,695,SEMINAR IN A SPECIAL TOPIC,LEC,
2588,7445,ECON,696,Research Methodology in Economics,LEC,
2589,7447,ECON,698,READING COURSES IN ECON,LEC,
2590,7458,ECON,699,READING COURSES IN ECONOMICS,LEC,
2591,7467,ECON,703,MASTER S RESEARCH PAPER,LEC,
2592,40484,ECON,501,ADV MICROECONOMIC THEORY,LEC,
2594,40485,ECON,503,ADV MACROECONOMIC THEORY,LEC,
2596,40487,ECON,513,ECON GROWTH AND FLUCTUATIONS,LEC,
2597,40488,ECON,514,ECON DVLPMNT POLICY ANALYSIS,LEC,
2598,40489,ECON,521,ECONOMETRICS I,LEC,
2600,40490,ECON,522,ECONOMETRICS II,LEC,
2601,40491,ECON,523,Applied Econometrics,LEC,
2602,40492,ECON,532,ADVANCED MONETARY THEORY,LEC,
2603,40493,ECON,533,FINANCIAL ECONOMICS,LEC,
2604,40494,ECON,536,ECONOMICS OF TAXATION,LEC,
2605,40495,ECON,542,INTERNATNL ECON:TRADE THEORY,LEC,
2606,40496,ECON,543,INTERNATIONAL ECON: FINANCE,LEC,
2607,40497,ECON,561,INDUSTRIAL ORGANIZATION,LEC,
2608,40499,ECON,563,ECONOMICS OF REGULATION,LEC,
2609,40500,ECON,564,"Game Theory, Information, and Economic Modelling",LEC,
2610,40501,ECON,565,ECON OF PROFESSIONAL SPORT,LEC,
2611,40502,ECON,581,ADVANCED LABOUR ECONOMICS I,LEC,
2612,40503,ECON,583,ADVANCED LABOUR ECONOMICS II,LEC,
2613,40504,ECON,585,Health Economics,LEC,
2614,40505,ECON,591,ADVANCED ENVIRONMENTAL ECON,LEC,
2615,40506,ECON,593,REGIONAL ECONOMICS,LEC,
2616,40508,ECON,596,NATURAL RESOURCE ECONOMICS,LEC,
2617,40509,ECON,597,Income Distribution and Economic Inequality,LEC,
2618,40521,ECON,805,DOCTORAL COMPREHENSIVE EXAM,LEC,
2619,40522,ECON,806,DOCTORAL RESEARCH SEMINAR,LEC,
2620,40523,ECON,807,DOCTORAL THESIS,LEC,
2621,45968,ECON,409,History of Early Economic Thought,LEC,
2622,45974,ECON,437,Economics of Public Expenditure,LEC,
2623,45974,ECON,437,Economics of Public Expenditure,LEC,
2624,46635,ECON,398,Selected Topics in Economics,LEC,
2625,46636,ECON,498,Advanced Topics in Economics,LEC,
2626,46637,ECON,598,ADVANCED TOPICS IN ECONOMICS,LEC,
2627,46638,ECON,694,READING COURSE IN ECONOMICS,LEC,
2628,48017,ECON,393,Economics of Uncertainty,LEC,
2629,48660,ECON,509,History of Economic Thought I,LEC,
2630,48968,ECON,298,Selected Topics in Economics,LEC,
2631,49619,ECON,537,Economics of Public Expenditure,LEC,
2632,49634,ECON,330,Economics in Practice,LEC,
2633,49635,ECON,332,Introductory Financial Economics I,LEC,
2634,49636,ECON,333,Introductory Financial Economics II,LEC,
2635,49637,ECON,340,Population Economics,LEC,
2636,49638,ECON,430,Transportation Economics,LEC,
2637,49639,ECON,440,Market Design,LEC,
2638,50040,ECON,530,Transportation Economics,LEC,
2639,50041,ECON,540,Market Design,LEC,
2640,7654,EDUC,210,Psychology of Education,LEC,
2641,7655,EDUC,211,Child Development I,LEC,
2642,7661,EDUC,222,Exploring Movement with Children,LEC,
2643,7662,EDUC,230,Introduction to Philosophy of Education,LEC,
2644,7664,EDUC,240,Introduction to Training and Development,LEC,
2645,7664,EDUC,240,Introduction to Training and Development,LEC,
2646,7665,EDUC,250,Introductory Information Literacy Skills in Education,LEC,
2647,7666,EDUC,260,Historical and Current Curriculum Models for Early Childhood and Elementary Education,LEC,
2649,7669,EDUC,264,"Communication: Child, Parent and Teacher",LEC,
2650,7670,EDUC,270,Educational Communication,LEC,
2651,7670,EDUC,270,Educational Communication,LEC,
2652,7673,EDUC,295,Internship I: Prekindergarten Teaching,LEC,
2653,7674,EDUC,296,Prekindergarten Teaching Seminar,LEC,
