,Course ID,Subject,Catalog,Long Title,Component Code,Description
0,26,ACCO,220,Financial and Managerial Accounting,LEC,
1,27,ACCO,230,Introduction to Financial Accounting,LEC,
2,28,ACCO,240,Introduction to Managerial Accounting,LEC,
3,35,ACCO,310,Financial Reporting I,LEC,
4,43,ACCO,320,Financial Reporting II,LEC,
5,53,ACCO,330,Cost and Management Accounting,LEC,
6,55,ACCO,340,Income Taxation in Canada,LEC,
7,57,ACCO,350,Accounting and Information Technology,LEC,
8,58,ACCO,355,Analysis of Financial Statements,LEC,
9,59,ACCO,365,U.S. Federal Taxation,LEC,
10,60,ACCO,400,Accounting Theory,LEC,
11,86,ACCO,420,Financial Reporting III,LEC,
12,89,ACCO,425,FINANCIAL REPORTING IV,LEC,
13,92,ACCO,430,Advanced Management Accounting,LEC,
14,97,ACCO,435,STRAT ACCTNG CASE ANALYSIS,LEC,
15,98,ACCO,440,Advanced Taxation,LEC,
16,104,ACCO,450,Assurance Services,LEC,
17,106,ACCO,455,Fraud Prevention and Investigation,LEC,
18,109,ACCO,465,Advanced Assurance Services,LEC,
19,173,ACCO,631,BUSINESS ADVISORY SERVICES,LEC,
20,174,ACCO,635,INTEGRATED APPROACH TO AUDIT,LEC,
21,178,ACCO,651,FINANCIAL REPORTING:COMP APP,LEC,
22,182,ACCO,672,MANAGEMENT ACCOUNTING II,LEC,
23,185,ACCO,681,FINAN L ACCO G/REPORT G III,LEC,
24,186,ACCO,682,COMPREHENSIVE CASE ANALYSIS,LEC,
25,187,ACCO,685,CASE ANALY/INTEG/EXAM PREP,LEC,
26,189,ACCO,690B,ADV EXAM WRITING TECHNIQUES,LEC,
27,190,ACCO,691,BUSINESS VALUATIONS,LEC,
28,191,ACCO,695,SEMINAR IN SPECIAL TOPICS,LEC,
29,40004,ACCO,631T,TUT/BSNSS ADVISORY SERVICES,LEC,
30,40005,ACCO,635T,TUT/INTEGRATED APPRO/AUDIT G,LEC,
31,43001,ACCO,650,FINA REPORTING IN PRACTICE,LEC,
33,44002,ACCO,650T,TUTORIAL IN FINA REP/PRACTICE,LEC,
34,44002,ACCO,650T,TUTORIAL IN FINA REP/PRACTICE,LEC,
35,44003,ACCO,651T,TUTORIAL IN FINA REP/COM APP,LEC,
36,44004,ACCO,653,INFO SYS/INTERNAL CONTROL,LEC,
37,45085,ACCO,652,BUSINESS ADVISORY SERVICES,LEC,
38,45114,ACCO,470,SPECIAL TOPICS IN ACCOUNTING,LEC,
39,45884,ACCO,652T,TUTORIAL IN BUSINESS ADV SER,LEC,
40,45885,ACCO,653T,TUTORIAL IN INF SYS/INT.CONT,LEC,
41,46442,ACCO,471,ACCOUNTING SEMINAR,LEC,
42,46443,ACCO,590,SPECIAL SEMINAR/ACCOUNTING,LEC,
43,46444,ACCO,595,SPECIAL TOPICS IN ACCO,LEC,
44,47353,ACCO,655,Taxation and Decision-Making,LEC,
45,47354,ACCO,655T,Tutorial in Taxation/Decision making,LEC,
46,47360,ACCO,658,Capstone I Seminar,LEC,
47,47361,ACCO,658T,Tutorial in Capstone I Seminar,LEC,
48,47363,ACCO,659,Capstone II Examination Preparation,LEC,
49,47364,ACCO,659T,Tutorial in Capstone II Examination,LEC,
50,47367,ACCO,654,Assurance and Professional Practice,LEC,
51,47368,ACCO,654T,Tutorial in Assurance and Professional Practice,LEC,
52,47369,ACCO,656,Performance Management,LEC,
53,47370,ACCO,656T,Tutorial in Performance Management,LEC,
54,47371,ACCO,657,Financial Strategies and Decisions,LEC,
55,47372,ACCO,657T,Tutorial in Financial Strategies and Decisions,LEC,
56,48073,ACCO,692,Managing After-Tax Returns,LEC,
57,48544,ACCO,360,Principles of Auditing,LEC,
58,48619,ACCO,495,HONOURS SEMINAR IN ACCOUNTANCY,LEC,
59,48720,ACCO,600,TUTORIAL IN FINA REP/PRACTICE,LEC,
60,48720,ACCO,600,TUTORIAL IN FINA REP/PRACTICE,LEC,
61,48817,ACCO,601,TUTORIAL IN FINA REP/COM APP,LEC,
62,48824,ACCO,602,TUTORIAL IN BUSINESS ADV SER,LEC,
63,48824,ACCO,602,TUTORIAL IN BUSINESS ADV SER,LEC,
64,48825,ACCO,603,TUTORIAL IN INF SYS/INT.CONT,LEC,
65,48826,ACCO,604,Tutorial in Assurance and Professional Practice,LEC,
66,48827,ACCO,605,Tutorial in Taxation/Decision making,LEC,
67,48828,ACCO,606,Tutorial in Performance Management,LEC,
68,48829,ACCO,607,Tutorial in Financial Strategies and Decisions,LEC,
69,48830,ACCO,608,Tutorial in Capstone I Seminar,LEC,
70,48831,ACCO,609,Tutorial in Capstone II Examination,LEC,
131,235,ACTU,256,Mathematics of Finance,LEC,
132,236,ACTU,257,Actuarial Mathematics I,LEC,
133,237,ACTU,286,Actuarial Mathematics Lab I,LEC,
135,238,ACTU,357,Actuarial Mathematics II,LEC,
136,239,ACTU,386,Actuarial Mathematics Lab II,LEC,
137,239,ACTU,386,Actuarial Mathematics Lab II,LEC,
138,241,ACTU,457,Risk Theory,LEC,
139,242,ACTU,458,Credibility Theory,LEC,
140,243,ACTU,459,Loss Distributions,LEC,
141,244,ACTU,486,Actuarial Mathematics Lab III,LEC,
142,245,ACTU,493,Honours Project in Actuarial Mathematics,LEC,
143,46445,ACTU,491,TOPICS/ACTUARIAL MATHEMATICS,LEC,
144,46446,ACTU,492,RDG CRS/ACTUARIAL MATHEMAT S,LEC,
145,246,ADED,201,Concepts and Principles of Adult Education,LEC,
146,247,ADED,202,The Scope and Nature of Adult Education Programs,LEC,
147,248,ADED,220,Adults as Learners,LEC,
148,253,ADED,344,Design of Adult Learning Projects,LEC,
149,254,ADED,345,Evaluating Adult Learning Projects,LEC,
150,257,ADED,403,Diversity in Adults,LEC,
151,257,ADED,403,Diversity in Adults,LEC,
152,260,ADED,440,ISSUES IN THE PRACTICE,LEC,
153,273,ADED,496,Integrative Internship I,LEC,
154,274,ADED,497,Integrative Internship II,LEC,
155,277,ADED,498C,ADVANCED TOPICS IN ADULT EDUCATION,LEC,
156,46447,ADED,489,SPEC TOPICS  IN ADULT EDUC,LEC,
157,46448,ADED,492,SPECIAL TOPICS SEM IN ADED I,LEC,
158,46449,ADED,494,SPECIAL TOPIC SEM IN ADED II,LEC,
159,46450,ADED,498,ADVANCED TOPICS IN ADED,LEC,
160,316,ADIP,500,ADED-QUEBEC AS A FIELD STUDY,LEC,
161,317,ADIP,501,PHIL ISSUES IN EDUC RESEARCH,LEC,
162,318,ADIP,511,EDUC.PROB/PHILOSOPH.PERSPECT,LEC,
163,319,ADIP,512,EDUC.PROB./HIST.PERSPECTIVE,LEC,
164,320,ADIP,513,ANTH CONCEPTS & METHODS-EDUC,LEC,
165,323,ADIP,520,ADULTS AS LEARNERS,LEC,
166,325,ADIP,533,FACILITATING ADULT LEARNING,LEC,
167,326,ADIP,540,INTRODUCTION TO RESEARCH,LEC,
168,327,ADIP,541,DESIGNING ADULT LRN.PROJECTS,LEC,
169,328,ADIP,542,EVAL ADULT LEARNING PROJECTS,LEC,
170,329,ADIP,544,SCHOOL AND SOCIETY,LEC,
171,333,ADIP,572,CONCEPTS & VALUES IN ADED,LEC,
174,337,ADIP,590,ISSUES IN THE PRACTICE,LEC,
175,345,ADIP,598,SPECIAL TOPICS IN ADED II,LEC,
176,37543,ADIP,597,ADULT EDUCATION I-SELECTED TOPICS,LEC,
177,40013,ADIP,535,STUDIES/EDUCATIONAL CHANGE,LEC,
178,40014,ADIP,585,Integrative Internship I,LEC,
179,40015,ADIP,586,Integrative Internship II,LEC,
180,46451,ADIP,589,ADVANCED TOPICS IN ADED,LEC,
181,360,ADMI,201,Introduction to Administration (Administered by the Finance Department),LEC,
182,361,ADMI,202,Perspective on Canadian Business (Administered by the Finance Department),LEC,
183,384,ADMI,543,SPECIAL TOPICS-INSTIT ADMIN,LEC,
184,409,ADMI,810,ORGANIZATIONAL BEHAVIOUR,LEC,
185,428,ADMI,811,ORGANIZATIONAL BEHAVIOUR,LEC,
186,448,ADMI,820,DESC & M.I.S.,LEC,
187,505,ADMI,830,MARKETING,LEC,
188,522,ADMI,831,MARKETING,LEC,
190,547,ADMI,840,FINANCE,LEC,
191,586,ADMI,850,BUSINESS POLICY & STRATEGY,LEC,
192,605,ADMI,851,BUSINESS POLICY & STRATEGY,LEC,
193,627,ADMI,852,BUSINESS POLICY/STRATEGY,LEC,
194,649,ADMI,853,BUSINESS POLICY AND STRATEGY,LEC,
195,650,ADMI,860,ACCOUNTANCY & CONTROL,LEC,
198,679,ADMI,889,COMPREHENSIVE EXAMINATIONS,LEC,
199,680,ADMI,890,THESIS,LEC,
200,46452,ADMI,800,BUSINESS ECONOMICS,LEC,
201,46453,ADMI,821,DESC & M.I.S.,LEC,
202,46454,ADMI,822,DESC & M.I.S.,LEC,
203,46455,ADMI,832,MARKETING,LEC,
204,46456,ADMI,841,FINANCE,LEC,
205,46457,ADMI,861,ACCOUNTANCY & CONTROL,LEC,
206,48415,ADMI,855,BUSINESS POLICY/STRATEGY,LEC,
207,48416,ADMI,856,BUSINESS POLICY/STRATEGY,LEC,
208,48417,ADMI,812,ORGANIZATIONAL BEHAVIOUR,LEC,
209,48418,ADMI,813,ORGANIZATIONAL BEHAVIOUR,LEC,
210,48419,ADMI,815,ORGANIZATIONAL BEHAVIOUR,LEC,
211,48909,ADMI,814,ORGANIZATIONAL BEHAVIOUR,LEC,
212,48910,ADMI,812,ORGANIZATIONAL BEHAVIOUR,LEC,
213,48911,ADMI,858,BUSINESS POLICY AND STRATEGY,LEC,
215,705,AERO,417,STNDRDS/REGUL N/CERTIF N,LEC,
216,706,AERO,431,PRINCIPLES OF AEROELASTICITY,LEC,
217,707,AERO,462,TURBOMACHINERY+PROPULSION,LEC,
219,708,AERO,464,AERODYNAMICS,LEC,
222,709,AERO,465,GAS TURBINE DESIGN,LEC,
224,710,AERO,480,FLIGHT CONTROL SYSTEMS,LEC,
225,711,AERO,482,AVIONIC NAVIGATION SYSTEMS,LEC,
226,712,AERO,483,INTEGR. OF AVIONIC SYSTEMS,LEC,
227,713,AERO,486,AIRCRAFT STRESS ANALYSIS,LEC,
228,714,AERO,487,DESIGN OF AIRCRAFT STRUCTURE,LEC,
229,25371,AERO,485,INTRO. TO SPACE SYSTEMS,LEC,
231,47199,AERO,201,Introduction to Flight and Aerospace System,LEC,
233,47200,AERO,371,Modelling and Control Systems,LEC,
235,47218,AERO,485,Introduction to Space Systems,LEC,
236,48354,AERO,390,AEROSPACE ENGINEERING DESIGN PROJECT,LEC,
238,48356,AERO,446,AEROSPACE VEHICLE PERFORMANCE,LEC,
241,48357,AERO,455,COMPUTATIONAL FLUID DYNAMICS FOR AEROSPACE APPLICATIONS,LEC,
243,48358,AERO,481,MATERIALS ENGINEERING FOR AEROSPACE,LEC,
244,48359,AERO,490,CAPSTONE AEROSPACE ENGINEERING DESIGN PROJECT,LEC,
245,49313,AERO,290,INTRODUCTION TO AIRCRAFT DESIGN,LEC,
248,49708,AERO,472,Aircraft Pneumatic and Electrical Power Systems,LEC,
250,49711,AERO,471,Aircraft Hydro?Mechanical and Fuel Systems,LEC,
251,715,AHSC,215,Historical Foundations of Leisure and Recreation,LEC,
252,716,AHSC,220,LIFESPAN GROWTH&DEVELOP.,LEC,
253,717,AHSC,225,Principles of Experiential & Action Learning & the Reflective Practitioner,LEC,
254,717,AHSC,225,Principles of Experiential & Action Learning & the Reflective Practitioner,LEC,
255,718,AHSC,230,Interpersonal Communication and Relationships,LEC,
256,719,AHSC,232,WORKING IN TASK GROUPS,LEC,
257,720,AHSC,241,RECREATION AND LEISURE IN CONTEMPORARY SOCIETY,LEC,
258,721,AHSC,242,RECREATION/LEISURE IN CANADA,LEC,
259,726,AHSC,260,"PROGRAM PLANNING, DESIGN AND EVALUATION",LEC,
260,727,AHSC,270,Introduction to Human Relations Theory and Research,LEC,
261,728,AHSC,281,INTRODUCTION TO THERAPEUTIC RECREATION,LEC,
262,729,AHSC,285,Social Psychology of Leisure,LEC,
263,737,AHSC,310,TOURISM IN CANADA,LEC,
264,738,AHSC,311,RESPECTING DIVERSITY IN HUMAN RELATIONS,LEC,
265,739,AHSC,312,SEXUALITY IN HUMAN RELATIONS,LEC,
266,740,AHSC,313,FAMILY COMMUNICATION,LEC,
267,741,AHSC,314,ADOLESCENCE: ISSUES AND INTERVENTION,LEC,
268,742,AHSC,315,INTERVIEWING,LEC,
269,743,AHSC,316,ADULTHOOD: PATTERNS AND TRANSITIONS,LEC,
270,744,AHSC,319,OLDER ADULTHOOD: ISSUES AND INTERVENTION,LEC,
271,745,AHSC,320,Family and Youth Legislation,LEC,
272,746,AHSC,322,FUNDAMENTALS OF CHILD - AND YOUTH-CARE WORK,LEC,
273,746,AHSC,322,FUNDAMENTALS OF CHILD - AND YOUTH-CARE WORK,LEC,
274,747,AHSC,323,GENDER AND LEISURE,LEC,
275,748,AHSC,330,Leadership and Facilitation in Small Groups,LEC,
276,748,AHSC,330,Leadership and Facilitation in Small Groups,LEC,
277,749,AHSC,333,LEISURE AND THE ENVIRONMENT,LEC,
278,750,AHSC,335,Power and Conflict Resolution in Human Systems,LEC,
279,752,AHSC,350,LEISURE EDUCATION,LEC,
280,754,AHSC,355,FOUNDATIONS OF FAMILY LIFE EDUCATION,LEC,
281,755,AHSC,360,"PLAY, ADULT LEARNING AND DEVELOPMENT",LEC,
282,756,AHSC,361,LEISURE SERVICES LEADERSHIP,LEC,
283,756,AHSC,361,LEISURE SERVICES LEADERSHIP,LEC,
284,757,AHSC,370,Organizational Development and Change: Models and Methods,LEC,
285,758,AHSC,371,COMMUNITY RECREATION PLANNING,LEC,
286,760,AHSC,380,QUANTITATIVE RESEARCH METHODS FOR PRACTITIONERS,LEC,
288,761,AHSC,381,Concepts in Therapeutic Recreation Programming,LEC,
289,762,AHSC,382,QUALITATIVE RESEARCH METHODS FOR PRACTITIONERS,LEC,
291,763,AHSC,383,Therapeutic Recreation and Physical Disabilities,LEC,
293,764,AHSC,384,Therapeutic Recreation: Cognitive Disabilities and Illness,LEC,
294,784,AHSC,422,YOUTH AND LEISURE,LEC,
295,785,AHSC,423,ORGANIZATION DEVELOPMENT I,LEC,
296,786,AHSC,425,Organizational Development II,LEC,
297,786,AHSC,425,Organizational Development II,LEC,
298,787,AHSC,427,ADMINISTRATION OF LEISURE SERVICES,LEC,
301,790,AHSC,435,FIELDWORK PRACTICE,LEC,
302,791,AHSC,436,Internship in Youth and Family Work,LEC,
303,791,AHSC,436,Internship in Youth and Family Work,LEC,
308,796,AHSC,443,COMMUNITY DEVELOPMENT I,LEC,
309,797,AHSC,444,THE OLDER ADULT AND LEISURE,LEC,
310,798,AHSC,445,COMMUNITY DEVELOPMENT II,LEC,
311,798,AHSC,445,COMMUNITY DEVELOPMENT II,LEC,
312,799,AHSC,450,LEISURE ASSESSMENT AND COUNSELLING,LEC,
313,800,AHSC,460,HEALTH PROMOTION,LEC,
314,801,AHSC,465,Parent-Child Relations,LEC,
315,802,AHSC,470,BASIC HUMAN RELATIONS LABORATORY,LEC,
316,804,AHSC,490,INDEPENDENT STUDY I,LEC,
317,805,AHSC,491,INDEPENDENT STUDY II,LEC,
318,818,AHSC,510,Advanced Research Methods in Youth Work,LEC,
319,819,AHSC,520,Psychoeducation and Youth Work Ethics in Practice,LEC,
320,820,AHSC,525,Individual and Group Intervention with Youth,LEC,
321,821,AHSC,527,Advanced Youth Work Intervention:  Case Management and Supervision,LEC,
322,822,AHSC,530,Community Youth Development,LEC,
323,823,AHSC,540,"Mental Health and Addictions:  Youth Work Perspectives, Policies and Practices",LEC,
324,824,AHSC,610,GROUP PROCESS INTERVENTION,LEC,
325,825,AHSC,620,LRNING/INDIV CHNG PROCESSES,LEC,
326,827,AHSC,631,RESEARCH METHODS,LEC,
327,828,AHSC,632,PLANNING HUMAN SYST INTERVEN,LEC,
328,829,AHSC,660,PHIL AND ETHICS OF INTERV N,LEC,
329,830,AHSC,670,CONSULTATION METHODS,LEC,
330,831,AHSC,675,INTRO TO OPEN SYSTEMS THEORY,LEC,
331,832,AHSC,680,FACIL INDIV/GROUP LRNG PROC,LEC,
332,833,AHSC,681,SELECTED TOPICS,LEC,
333,840,AHSC,685,COACHING INTERVEN.&PROCESSES,LEC,
334,845,AHSC,698,MASTER S PROJECT,LEC,
335,40043,AHSC,514,ADOLESCEN:ISS./INTERVENTION,LEC,
336,40044,AHSC,522,fundamentals of Child and Youth Care Work,LEC,
337,40045,AHSC,565,Parent-Child Relations,LEC,
338,40046,AHSC,695,INDEPENDENT STUDY I,LEC,
339,40047,AHSC,696,INDEPENDENT STUDY II,LEC,
340,46458,AHSC,298,SELECTED TOPICS IN APPLIED HUMAN SCIENCES,LEC,
341,46459,AHSC,398,Selected Topics in Applied Human Sciences,LEC,
342,46460,AHSC,399,SEL TOP: APP HUMAN SCIENCES,LEC,
343,46461,AHSC,498,ADVANCED TOPICS IN AHSC,LEC,
344,46462,AHSC,499,ADVANCED TOPICS IN AHSC,LEC,
345,46463,AHSC,682,SPECIAL TOPICS,LEC,
349,47275,AHSC,598,Special Topics in Youth Work,LEC,
350,47815,AHSC,451,COUNSELLING AND SKILLS AND CONCEPTS,LEC,
351,47816,AHSC,475,Organizational and Community Leadership: A Systems Approach,LEC,
352,47816,AHSC,475,Organizational and Community Leadership: A Systems Approach,LEC,
353,48157,AHSC,512,Sexuality in Human Relations,LEC,
354,48158,AHSC,513,Family Communication,LEC,
359,48163,AHSC,551,Counselling Skills and Concepts,LEC,
360,48164,AHSC,560,Health Promotion,LEC,
361,48368,AHSC,321,HISTORICAL FOUNDATIONS OF LEISURE AND RECREATION,LEC,
362,48369,AHSC,385,SOCIAL PSYCHOLOGY OF LEISURE,LEC,
363,48408,AHSC,442,COMMUNITY DEVELOPMENT AND LEISURE,LEC,
364,48743,AHSC,400,Advanced Facilitation and Ethics,LEC,
365,48744,AHSC,403,Cultivating Creativity and Social Innovation,LEC,
366,48745,AHSC,411,Social change and analysis Methods,LEC,
367,48746,AHSC,415,Organizational and Community Sustainability,LEC,
368,48747,AHSC,332,Organizational Development I,LEC,
369,48748,AHSC,343,Community Development I,LEC,
370,48819,AHSC,456,Advanced Family Life Education,LEC,
371,46464,AMBA,695,SEMINAR IN SPECIAL TOPICS,LEC,
372,924,AMPS,598,SPECIAL TOPICS IN MPER,LEC,
373,46465,AMPS,517,SPECIAL PROJECT IN MUSIC,LEC,
374,46466,AMPS,518,SPECIAL PROJECT IN MUSIC,LEC,
375,46467,AMPS,599,SPEC. TOPICS IN MPER STUDIES,LEC,
376,46468,ANDR,400,SELECT TOPICS IN ANDRAGOGY,LEC,
377,46469,ANDR,500,SELECTED TOPICS IN ANDRAGOGY,LEC,
378,981,ANTH,202,Introduction to Culture,LEC,
380,982,ANTH,203,Culture and Biology: An Anthropological Perspective,LEC,
381,983,ANTH,204,Indigenous Peoples of North America,LEC,
382,985,ANTH,212,Elements of Ethno-Linguistics,LEC,
383,986,ANTH,221,Symbolic Anthropology,LEC,
384,987,ANTH,231,Culture and Commerce,LEC,
385,988,ANTH,270,ANTHROPOLOGY AND CONTEMPORARY ISSUES,LEC,
386,988,ANTH,270,ANTHROPOLOGY AND CONTEMPORARY ISSUES,LEC,
387,989,ANTH,272,Comparative Culture,LEC,
388,994,ANTH,301,History of Anthropological Thought,LEC,
389,994,ANTH,301,History of Anthropological Thought,LEC,
390,995,ANTH,302,"Art, Aesthetics, and Anthropology",LEC,
391,996,ANTH,303,Indigenous Resurgence,LEC,
392,1000,ANTH,307,Understanding Myths,LEC,
393,1004,ANTH,311,European Anthropological Theories,LEC,
394,1004,ANTH,311,European Anthropological Theories,LEC,
395,1005,ANTH,312,North-American Anthropological Theories,LEC,
396,1006,ANTH,315,Field Research,LEC,
397,1008,ANTH,322,POPULAR CULTURE/MIDDLE EAST,LEC,
398,1010,ANTH,324,PEOPLES AND CULTURES OF THE PACIFIC ISLANDS,LEC,
399,1011,ANTH,325,"Magic, Science, Religion, and Ideology",LEC,
400,1012,ANTH,326,Peoples and Cultures of Sub-Saharan Africa,LEC,
401,1013,ANTH,332,"Health, Illness and Healing in Cross-Cultural Perspective",LEC,
402,1014,ANTH,345,Movement and Travel,LEC,
403,1016,ANTH,361,Kinship and Relatedness,LEC,
404,1017,ANTH,363,LAW AND SOCIETY,LEC,
405,1023,ANTH,377,Visual Anthropology,LEC,
406,1024,ANTH,379,Cross-Cultural Perspectives on Gender,LEC,
407,1025,ANTH,380,CONTEMP. ISSUES HUMAN RIGHTS,LEC,
408,1026,ANTH,385,Globalization & Transnationality,LEC,
409,1066,ANTH,423,Political Anthropology,LEC,
410,1067,ANTH,424,Experiments and Experience in Ethnographic Writing,LEC,
411,1068,ANTH,425,Religions in the 21st Century,LEC,
412,1070,ANTH,430,Development Debates,LEC,
413,1070,ANTH,430,Development Debates,LEC,
414,1071,ANTH,431,Neo-Marxism and Cultures,LEC,
415,1072,ANTH,432,THEORIES OF ETHNICITY,LEC,
416,1073,ANTH,433,Theories of Identity,LEC,
418,1081,ANTH,462,(also listed as SOCI 462) The New Imperialism,LEC,
419,1081,ANTH,462,(also listed as SOCI 462) The New Imperialism,LEC,
420,1082,ANTH,463,CURRENT DEBATES IN KINSHIP,LEC,
421,1084,ANTH,471,Food and Social Change,LEC,
422,1085,ANTH,472,Childhood and Youth,LEC,
423,1085,ANTH,472,Childhood and Youth,LEC,
424,1086,ANTH,479,Feminism and Anthropology,LEC,
433,1146,ANTH,690,THESIS PROPOSAL,LEC,
435,1148,ANTH,692,THESIS,LEC,
436,13985,ANTH,285,INTRO TO LAW & SOCIETY,LEC,
437,31440,ANTH,276,GENDER AND SOCIETY,LEC,
438,31505,ANTH,349,YOUTH: ANTH & SOCI PERSPECTS,LEC,
439,31505,ANTH,349,YOUTH: ANTH & SOCI PERSPECTS,LEC,
440,31510,ANTH,353,Questioning Community,LEC,
441,31512,ANTH,355,Urban Regions,LEC,
442,31523,ANTH,378,THE FAMILY,LEC,
443,31525,ANTH,381,ETHNIC COMMUNITIES IN CANADA,LEC,
444,31607,ANTH,441,MATERIAL CULTURE,LEC,
445,31615,ANTH,449,The Culture of Touch,LEC,
446,31626,ANTH,474,THE BODY SOCIAL,LEC,
447,31627,ANTH,475,MEN AND MASCULINITIES,LEC,
449,40048,ANTH,230,Race and Ethnic Relations,LEC,
450,40048,ANTH,230,Race and Ethnic Relations,LEC,
451,40059,ANTH,375,Social Construction of Sexualities,LEC,
452,46470,ANTH,298,SELECTED TOPICS ANTHROPOLOGY,LEC,
453,46471,ANTH,394,TOPICS IN ETHNOGRAPHY I,LEC,
454,46472,ANTH,395,TOPICS IN ETHNOGRAPHY II,LEC,
455,46473,ANTH,397,TOPICS - CULTURE + SOCIETY I,LEC,
456,46474,ANTH,398,Selected Topics in Anthropology,LEC,
457,46475,ANTH,399,SELECTED TOPICS/ANTHROPOLOGY,LEC,
458,46476,ANTH,494,NEW TOPICS IN ANTHROPOLOGY,LEC,
459,46477,ANTH,498,ADVANCED TOPICS ANTHROPOLOGY,LEC,
460,46478,ANTH,499,ADVANCED TOPICS/ANTHROPOLOGY,LEC,
461,47227,ANTH,384,Food and Sustainability,LEC,
462,47227,ANTH,384,Food and Sustainability,LEC,
463,47243,ANTH,444,International Indigenism,LEC,
464,47244,ANTH,450,Social Economy and Sustainable Futures,LEC,
465,47800,ANTH,252,Food and Culture,LEC,
466,48300,ANTH,277,"Contemporary Issues in Economy, Society, and Biodiversity",LEC,
467,48317,ANTH,319,Socio-Environmental Issues,LEC,
468,48333,ANTH,483,Nationalism and Racism,LEC,
469,48818,ANTH,343,Media Ethnographies,LEC,
472,49185,ANTH,484,Surveillance Studies,LEC,
473,49187,ANTH,427,Thinking Beyond Humans,LEC,
474,49506,ANTH,695,Essay,LEC,
475,49577,ANTH,255,The Caribbean: History and Political Economy,LEC,
476,49628,ANTH,464,Advanced Studies in Law and Society,LEC,
477,50014,ANTH,405,Cultural Imperialism,LEC,
478,981,ANTZ,202,Introduction to Culture,LEC,
480,1217,APLI,601,PHONOLOGY,LEC,
481,1219,APLI,604,APPLIED LANGUAGE STUDIES,LEC,
482,1221,APLI,610,Teaching and Learning Second Language Vocabulary,LEC,
483,1224,APLI,616,PEDAGOGICAL GRAMMAR,LEC,
484,1226,APLI,621,ISSUES IN L2 ACQUISITION,LEC,
485,1227,APLI,623,SOCIO ASP BILING & MULTILING,LEC,
486,1228,APLI,624,PSYC LING ASP OF SLA,LEC,
487,1229,APLI,627,INDIVIDUAL DIFFERENCE IN SLA,LEC,
488,1230,APLI,630,L2 SYLLABUS DES&CURR PLAN,LEC,
489,1233,APLI,634,CROSS-LINGUISTIC INFLUENCE,LEC,
490,1234,APLI,635,LANGUAGE ASSESSMENT,LEC,
491,1235,APLI,636,LANGUAGE AWARENESS,LEC,
492,1236,APLI,638,READING COURSE IN APLI II,LEC,
493,1238,APLI,643,PRAGMATICS & 2ND LANG TEACH,LEC,
494,1239,APLI,644,TECHNOLOGY IN LANG. TEACHING,LEC,
495,1240,APLI,646,LITERACY,LEC,
496,1241,APLI,647,SUPERVISION OF PRACT.TEACH,LEC,
497,1242,APLI,651,SPECIAL TOPICS COURSE,LEC,
498,1256,APLI,652,SPECIAL TOPICS,LEC,
499,1259,APLI,653,SPECIAL TOPICS IN APLI III,LEC,
500,1260,APLI,654,SPECIAL TOPICS IN APLI IV,LEC,
501,1263,APLI,655,SPECIAL TOPICS IN APLI V,LEC,
502,1265,APLI,656,SPECIAL TOPICS IN APLI VI,LEC,
503,1268,APLI,660,RESEARCH METHODS,LEC,
507,1308,APLI,674,READING COURSE/APPL LING IV,LEC,
512,40073,APLI,691B,THESIS,LEC,
513,40074,APLI,696B,RESEARCH PAPER,LEC,
514,44005,APLI,696C,RESEARCH PAPER,LEC,
515,47423,APLI,625,Second Language Speaking and Listening,LEC,
517,47618,APLI,641,RESEARCH METHODS II,LEC,
518,47978,APLI,626,VARIATIONIST SECOND LANGUAGE ACQUISITION,LEC,
519,1377,APSS,487,INDEPENDENT STUDY IN APSS,LEC,
520,1400,APSS,696,INDEPENDENT STUDY II,LEC,
521,46479,APSS,298,SELECTED TOPICS IN APSS,LEC,
522,46480,APSS,398,SELECTED TOPICS IN APSS,LEC,
523,46481,APSS,399,SELECTED TOPICS IN APSS,LEC,
524,46482,APSS,498,ADVANCED TOPICS IN APSS,LEC,
525,46483,APSS,499,ADVANCED TOPICS IN APSS,LEC,
526,46484,APSS,681,SPECIAL TOPICS,LEC,
527,46485,APSS,682,SPECIAL TOPICS,LEC,
528,1566,ART,420,SPECIAL TOPICS IN STUDIO ART,LEC,
529,40089,ART,448,SPECIAL TOPICS IN ART HIST,LEC,
530,46486,ART,449,SPECIAL TOPICS IN ART HIST,LEC,
531,46487,ART,480,SPEC TOPICS IN STUDIO ARTS,LEC,
532,46488,ART,485,SPECIAL TOPICS IN STUDIO ART,LEC,
533,46489,ART,486,SPECIAL TOPICS IN STUDIO ART,LEC,
539,1773,ARTE,340,Art Education for Adolescents and Adults,LEC,
544,1799,ARTE,422,Art Education in the Secondary School I,LEC,
546,1801,ARTE,424,Art Education in the Secondary School II,LEC,
568,1885,ARTE,698,THESIS,LEC,
571,1896,ARTE,850,SELECTED TOPICS IN ARTE	,LEC,
572,1902,ARTE,867,DIRECTED STUDIES IN ARTE I,LEC,
573,1903,ARTE,868,DIRECTED STUDIES IN ARTE,LEC,
574,1905,ARTE,884,DOCTORAL RESEARCH SEMINAR,LEC,
575,1906,ARTE,890,THESIS,LEC,
576,1907,ARTE,890A,RESEARCH AND THESIS,LEC,
577,40098,ARTE,698A,THESIS,LEC,
583,46490,ARTE,302,SPEC TOPICS IN ART EDUCATION,LEC,
